Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
531.59,0.75862,58.072,5.2189,0.067032,0.0670320777817813
531.59,0.75862,58.073,5.2189,0.067033,0.06703263879080393
531.59,0.75862,58.073,5.2189,0.067033,0.06703305105107599
531.59,0.75862,58.075,5.2189,0.067035,0.06703476960430493
531.6,0.75862,58.072,5.2189,0.067035,0.06703511672014653
531.6,0.75862,58.072,5.2189,0.067036,0.06703562982162949
531.6,0.75862,58.072,5.2189,0.067036,0.06703564606315486
531.59,0.75862,58.076,5.2189,0.067036,0.0670357473893096
531.59,0.75862,58.076,5.2189,0.067036,0.06703586961561538
531.59,0.75862,58.077,5.2189,0.067036,0.06703590507566642
