Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
531.1,6.6063,432.13,8.1768,0.14297,0.065823,0.10435,0.16448,0.59666,0.14064,0.99806,0.18112,0.065504,2.4595937107287256
528.16,6.7574,437.11,8.3945,0.14208,0.065377,0.10467,0.16391,0.52755,0.14075,1.103,0.18089,0.065428,2.493628658528361
528.39,6.6551,431.66,8.3022,0.14172,0.065874,0.10455,0.16412,0.59631,0.14099,1.0426,0.18089,0.065318,2.502343285804435
527.19,6.4461,434.25,8.35,0.14186,0.065817,0.10464,0.16389,0.52367,0.14126,1.1741,0.18,0.065075,2.5603149122456768
532.26,6.6512,435.0,8.5228,0.14013,0.065764,0.10483,0.16364,0.557,0.1415,1.186,0.18078,0.064989,2.604623753395704
533.2,6.4436,430.33,8.4771,0.13941,0.066351,0.10478,0.1637,0.59307,0.14204,1.1739,0.18031,0.06466,2.628252459462188
528.1,6.6494,428.72,8.481,0.13934,0.066274,0.1048,0.16366,0.66874,0.14179,1.1096,0.18065,0.064882,2.6397416654932804
524.77,6.8327,429.36,8.4294,0.14017,0.066006,0.10473,0.1638,0.68238,0.14128,1.1444,0.181,0.065218,2.6889608733286052
536.33,6.7279,435.16,8.2109,0.14303,0.065554,0.10435,0.16451,0.60268,0.14043,1.2256,0.18167,0.065621,2.693414354982767
518.47,6.7944,434.93,8.5815,0.14032,0.065541,0.10498,0.16329,0.49912,0.14134,1.3632,0.18002,0.065109,2.722888934348775
