iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.3000272507514298,0.08844097692206306,0.3281788880494749
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.04955681823474958,0.08392605865890104,0.07627131241431852
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.17275651929866292,0.07792261483885796,0.19756005795916315
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.1658187379703269,0.07383262085975462,0.18932039111284635
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.18976435573159203,0.07235139156015012,0.2127945189443423
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.020275017561508644,0.07305348805158257,0.043528665028536806
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.036416836039908564,0.07299047804009842,0.05965042679735277
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.03176486223199815,0.07321824728640061,0.055070954192308966
9,494.02,0.50636,99.313,12.387,4.517e-06,0.01778911557642425,0.07324919684569413,0.04110505908743123
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.02146128891416396,0.0731419729440537,0.04474310199724359
11,455.66,0.58146,102.25,13.326,8.357e-06,0.021565719133617725,0.07322463724129605,0.044873845079744026
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.016370424768687948,0.07319888111468276,0.03967035228508344
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.018644864972716325,0.07314050196179264,0.041926209827599856
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.06548049381000812,0.07319978200176346,0.08878070808766773
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.01666267497572116,0.07319746174458361,0.03996215069258194
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.01659665499118378,0.07308726162679352,0.03986105292109336
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.016839331842417975,0.07312495180520742,0.04011572692872872
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.016284907780994465,0.0731413010269083,0.03956650698620402
19,302.32,0.50201,75.631,12.165,7.615e-08,0.04615127752904426,0.07295764080154521,0.069374415868822
20,449.93,0.5193,98.884,15.039,2.9988e-06,0.021279286917673057,0.07316787886857844,0.04456934611263964
21,454.84,0.51094,99.596,13.087,2.7388e-06,0.015282893824284431,0.07315575320509604,0.03856909330068803
22,465.06,0.50021,100.15,13.338,2.7635e-06,0.015408293276549433,0.07317230523434844,0.03869976142750048
23,535.09,0.50025,107.32,15.897,1.6036e-05,0.029519989563117133,0.07329599876680236,0.05285083058830525
24,447.61,0.55455,95.569,10.085,4.8432e-06,0.01963803072673741,0.07306390249589065,0.04289499321434794
25,468.31,0.50973,101.2,15.953,2.7644e-06,0.01514146187628855,0.07318857520333007,0.03843810891921435
26,472.95,0.50022,100.1,14.985,2.6672e-06,0.014094807426695954,0.07319076509740363,0.037392151534555065
27,460.73,0.51702,98.837,15.315,2.3645e-06,0.015764123676254998,0.07317465499746513,0.039056339780036274
28,443.43,0.52069,103.03,15.98,2.5105e-06,0.01615863221190412,0.07311365953538942,0.03943143285709435
29,479.36,0.50002,100.61,15.499,2.7227e-06,0.014010105710581823,0.07320321216247708,0.03731141184230778
30,432.05,0.55958,104.15,15.982,3.5498e-06,0.019397777429038525,0.07308676124680578,0.04266201608305116
31,490.64,0.50988,114.47,14.942,1.1376e-05,0.018107443633993983,0.07307135948147922,0.041366779753838484
32,362.95,0.57257,87.65,15.982,1.9686e-07,0.022413167662039577,0.07304977531495808,0.04566563332829537
33,468.21,0.53796,100.03,15.913,3.5272e-06,0.018118229320362993,0.07321243359994882,0.04142247072680104
34,449.07,0.50743,98.395,12.421,2.7926e-06,0.015486955069289208,0.07314676210449986,0.03877029258948537
35,479.59,0.50052,99.677,15.997,2.7414e-06,0.015714233957008918,0.07321860222087948,0.0390204388964733
36,448.37,0.52395,99.382,15.886,2.0371e-06,0.016036812731274462,0.0731339105012671,0.03931605945910832
