Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
404.85,0.88032,130.74,19.713,0.050831,0.14164,0.11248,0.35141,0.026092,0.13912,0.11219,0.030602,0.22559,1.1899626313832226
404.34,0.88231,131.73,19.713,0.05089,0.14155,0.11248,0.3591,0.026079,0.13905,0.11219,0.03059,0.22558,1.1975168641306455
406.56,0.87434,129.61,19.889,0.050738,0.14174,0.11247,0.36073,0.026106,0.13925,0.11224,0.030537,0.22562,1.199428279997801
404.8,0.85414,130.08,19.887,0.0508,0.14176,0.11244,0.36222,0.026112,0.1393,0.11225,0.030474,0.22564,1.20098476318907
403.73,0.85943,131.56,19.724,0.050913,0.14163,0.11246,0.36391,0.026095,0.13914,0.11222,0.030523,0.22561,1.2024941613459352
405.61,0.85901,132.88,19.628,0.05101,0.14153,0.11248,0.37571,0.026087,0.13903,0.11222,0.030544,0.2256,1.21420048772858
405.73,0.86659,128.98,19.712,0.050739,0.14184,0.11245,0.37543,0.026123,0.13928,0.11222,0.030595,0.22562,1.2142958578534433
403.09,0.90219,132.23,19.569,0.050916,0.14146,0.11251,0.37864,0.026069,0.13891,0.11214,0.030691,0.22555,1.216884584373512
389.5,0.98508,130.21,19.849,0.050654,0.14134,0.11248,0.38709,0.026042,0.13888,0.112,0.03079,0.22548,1.224764616621939
400.51,0.93692,128.41,19.33,0.050678,0.14173,0.11251,0.4026,0.026102,0.13899,0.11204,0.030938,0.22551,1.2410885476010525
