Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
269.32,73.295,393.69,822.23,335.16,435.44,380.77,2.7863,0.14677,0.26665,0.054497,0.18822,0.21619,0.11518,0.088459,0.041814,0.030679,1.1484584244202007
267.96,73.243,391.49,822.56,335.13,435.39,380.18,2.8742,0.14619,0.27226,0.054289,0.18691,0.21612,0.11552,0.088647,0.042138,0.031085,1.1531664061241949
269.86,73.097,404.51,822.72,335.07,435.45,382.91,2.8537,0.14603,0.27279,0.05421,0.18668,0.21613,0.11531,0.088746,0.042244,0.0312,1.1533388401614246
269.46,73.043,388.13,822.32,334.32,435.34,378.92,2.8574,0.14639,0.27516,0.054359,0.18738,0.21614,0.11565,0.088584,0.04211,0.030998,1.1567758304547522
272.03,73.347,393.06,814.16,332.88,434.25,381.81,2.72,0.14729,0.27616,0.054765,0.18939,0.2163,0.11505,0.088375,0.041431,0.030278,1.1590446390479248
265.34,75.13,424.52,822.69,332.92,437.27,381.09,2.7986,0.14629,0.28642,0.054378,0.18702,0.21618,0.1144,0.088602,0.041555,0.030776,1.1656211439862612
265.83,73.609,390.25,822.15,338.41,435.4,379.74,2.8837,0.14613,0.28551,0.054279,0.18667,0.21609,0.1153,0.088607,0.042053,0.031047,1.1656796961397435
262.85,74.039,385.21,822.15,338.56,434.0,380.12,2.8806,0.14627,0.2937,0.054358,0.18683,0.21612,0.11517,0.08858,0.041834,0.030875,1.1737386544642165
268.72,75.981,429.74,800.67,334.96,435.88,381.34,2.8892,0.1457,0.3079,0.054324,0.18537,0.21614,0.11432,0.088942,0.041446,0.030964,1.185101250663823
267.25,73.401,393.7,837.46,335.16,435.44,381.06,2.7466,0.14691,0.30471,0.054501,0.18862,0.21623,0.11497,0.088376,0.041785,0.030602,1.1866978635798624
