Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
910.69,2.7736,187.12,1.8853,0.0,0.0
911.61,2.7507,191.83,1.8947,0.0,0.0
904.73,2.7213,186.64,1.8575,0.0,0.0
925.02,2.6935,189.48,1.9178,0.0,0.0
906.49,2.6937,187.97,1.8845,0.0,0.0
917.2,2.7392,187.67,1.8918,0.0,0.0
919.69,2.6978,188.11,1.9039,0.0,0.0
916.78,2.7714,186.55,1.8635,0.0,0.0
900.16,2.7088,189.26,1.8592,0.0,0.0
774.29,2.3313,156.84,2.0906,0.0,0.0
