Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
292.72,3.0938,110.62,6.447,0.073264,0.10886,0.056691,0.66627,0.051287,0.099316,1.0556851225705581
286.18,3.1919,113.19,6.454,0.073712,0.108,0.056676,0.66722,0.051199,0.099334,1.0561332563750474
286.66,3.1409,112.69,6.462,0.073657,0.10807,0.056697,0.668,0.051197,0.099223,1.0568442410091201
289.63,3.1957,110.15,6.4358,0.073373,0.10878,0.056648,0.66813,0.051295,0.099602,1.0578229154700498
292.28,3.1693,111.04,6.3458,0.073277,0.10929,0.056545,0.66785,0.05134,0.099867,1.0581776957570674
291.35,3.2243,111.38,6.4481,0.073395,0.10861,0.056662,0.66948,0.051295,0.099502,1.0589431765894444
293.19,3.1102,108.62,6.5803,0.073173,0.10841,0.056845,0.67056,0.051272,0.098951,1.059211358266197
296.79,2.951,110.82,6.471,0.073093,0.10897,0.056769,0.67161,0.051279,0.098901,1.0606240988083295
296.12,3.0803,110.75,6.4987,0.073151,0.10873,0.056765,0.67493,0.051295,0.099044,1.063913871518545
287.71,3.7778,106.47,6.4475,0.073287,0.10891,0.056554,0.67386,0.051472,0.10096,1.065055187634857
