Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1999.8,0.1161,124.53,19.999,0.13104,0.23535,0.055982,0.084103,0.071317,0.062131,0.6399232368907387
1999.8,0.11598,124.57,19.999,0.13102,0.23551,0.055982,0.084113,0.071306,0.062135,0.6400649469829287
2000.0,0.11596,124.53,20.0,0.13103,0.23554,0.055982,0.08411,0.07131,0.062134,0.6401011543200066
2000.0,0.11591,124.53,20.0,0.13103,0.23569,0.055981,0.084112,0.071307,0.062135,0.6402504630197088
1987.6,0.11699,124.4,19.999,0.13102,0.23573,0.05597,0.084085,0.071335,0.062134,0.6402755487959945
1999.8,0.11604,124.76,20.0,0.131,0.23593,0.055983,0.084125,0.071288,0.062132,0.6404616706405455
1999.1,0.11584,124.62,19.999,0.131,0.23608,0.05598,0.084127,0.071289,0.062137,0.64061413228432
1991.2,0.11634,124.65,19.974,0.13095,0.23625,0.055969,0.084133,0.07128,0.06214,0.6407202581131326
1997.9,0.11617,124.71,19.97,0.13099,0.2362,0.055977,0.084124,0.071291,0.062136,0.6407216303111763
1985.0,0.11669,124.63,19.992,0.13093,0.23628,0.055965,0.084132,0.071279,0.06214,0.6407266698303694
