Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1480.2,0.18271,123.3,4.6459,0.11166,0.058881,0.10538,0.3759,0.13914,0.034212,0.25069,0.11306,0.13897,1.3278910800318136
1480.2,0.18271,123.3,4.6309,0.1117,0.059153,0.10553,0.37539,0.13921,0.034301,0.2506,0.11305,0.13908,1.3280076853085545
1480.9,0.18222,123.72,4.5392,0.11178,0.060831,0.10642,0.37846,0.13967,0.034874,0.25009,0.11298,0.13971,1.3348256482917367
1476.3,0.1844,122.27,4.6255,0.1118,0.059338,0.10555,0.38274,0.13923,0.034264,0.25058,0.11305,0.13914,1.3356948892008975
1476.4,0.183,123.28,4.7434,0.1112,0.057134,0.10442,0.38884,0.13872,0.033629,0.25123,0.11319,0.13834,1.336707370846635
1474.1,0.18436,122.1,4.6027,0.11187,0.059763,0.10577,0.38467,0.13935,0.034389,0.25046,0.11303,0.1393,1.3386105680607812
1481.7,0.1829,123.21,4.5421,0.11188,0.06082,0.10637,0.38269,0.13964,0.034823,0.25012,0.11298,0.1397,1.3390195972855343
1482.1,0.1807,123.31,4.6024,0.1119,0.05965,0.1058,0.38509,0.13938,0.034492,0.25046,0.11303,0.13927,1.3390632262292548
1468.5,0.18298,123.16,4.4999,0.11167,0.06157,0.10682,0.38303,0.13993,0.035077,0.24987,0.11296,0.13998,1.3409108276158772
1477.3,0.18387,122.76,4.5152,0.11186,0.06135,0.10664,0.38509,0.13978,0.034951,0.24996,0.11296,0.13989,1.3424848339218736
