Param (lh_0),Param (lh_1),Param (tau_0),Param (n),Param (gamma_0),Error (g63),Error (g86),Error (g59),Error (g237),Error (curve),Error (g303),Reduced Error
275.74,0.060354,64.129,14.575,4.7301e-05,0.13711,0.06147,0.060921,0.078602,0.20271,0.069465,0.6102784720270831
274.34,0.056509,63.664,14.572,4.688e-05,0.13718,0.061492,0.060937,0.078758,0.20678,0.069342,0.6144877964965364
273.72,0.080626,64.058,14.577,4.5557e-05,0.13647,0.06119,0.061008,0.077461,0.20853,0.07059,0.6152412753475112
275.99,0.096663,63.919,14.576,4.8669e-05,0.13661,0.061257,0.060912,0.077367,0.21287,0.070583,0.6196030186874701
274.66,0.096638,64.875,14.688,4.8103e-05,0.13646,0.061189,0.060941,0.077437,0.21669,0.070537,0.6232604540183639
276.1,0.10131,64.369,14.576,4.9658e-05,0.13659,0.061253,0.060901,0.0774,0.2168,0.070511,0.6234522390880739
273.91,0.099123,64.285,14.571,4.7964e-05,0.13638,0.061167,0.060958,0.077264,0.21978,0.070698,0.6262472421991236
275.46,0.09915,64.598,14.57,5.0641e-05,0.13664,0.061285,0.060882,0.077627,0.21981,0.070259,0.6265024256546481
273.16,0.097854,64.668,14.696,4.8088e-05,0.13642,0.061168,0.06095,0.077431,0.22786,0.070547,0.6343743228382716
286.05,0.089793,62.219,14.689,4.7306e-05,0.13725,0.061448,0.060838,0.077091,0.2284,0.070905,0.6359387622504323
