Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1508.4,0.16938,126.91,5.318,0.10949,0.046633,0.098825,0.28753,0.13531,0.030659,0.25469,0.11456,0.13456,1.212266567129145
1507.3,0.16939,127.35,5.2992,0.10967,0.046855,0.098965,0.28822,0.13538,0.030733,0.2546,0.11454,0.13465,1.213619572428391
1507.3,0.16938,126.88,5.2948,0.10975,0.046964,0.098984,0.2897,0.13541,0.030716,0.25459,0.11454,0.13466,1.2153218188333033
1514.6,0.16986,126.93,5.2965,0.1098,0.046982,0.098971,0.29044,0.13537,0.030704,0.25459,0.11453,0.13463,1.2160340360435526
1507.2,0.16802,127.32,5.2939,0.10972,0.046908,0.099002,0.29069,0.13543,0.03075,0.25459,0.11454,0.1347,1.2163214846823003
1508.4,0.16847,127.44,5.3642,0.10625,0.045847,0.098532,0.29655,0.13508,0.030576,0.25492,0.11459,0.1344,1.2167433632248525
1509.5,0.17233,125.75,5.3126,0.10982,0.046856,0.098828,0.29248,0.1353,0.030591,0.25467,0.11454,0.13451,1.2175869871519192
1508.1,0.16739,127.42,5.297,0.10972,0.046837,0.098983,0.29227,0.13542,0.030749,0.2546,0.11455,0.1347,1.2178204133630457
1512.6,0.17125,125.86,5.37,0.10689,0.045923,0.098463,0.29755,0.13503,0.030462,0.25495,0.11459,0.13428,1.2181322205557172
1507.9,0.16951,127.27,5.3363,0.10857,0.046349,0.098706,0.29487,0.13521,0.03063,0.25478,0.11458,0.1345,1.2181824475501406
