Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
212.82,0.57926,243.85,3.6227,0.17467,0.10532,0.16843,0.07283,0.1147,0.13374,0.61611,0.048846,0.41151,1.8461517005098722
202.76,0.57698,243.52,3.904,0.17416,0.10367,0.16678,0.072142,0.11659,0.13546,0.66076,0.048288,0.36939,1.847237979905141
213.82,0.55217,244.52,3.6309,0.17489,0.10532,0.16925,0.072977,0.11442,0.13408,0.63515,0.048567,0.40853,1.8631908778372976
215.62,0.55454,243.94,3.5912,0.17495,0.10557,0.1694,0.073064,0.11419,0.13379,0.63406,0.048697,0.4161,1.8698241900246129
199.06,0.57855,244.99,3.9756,0.17403,0.10322,0.16642,0.071997,0.11703,0.13596,0.70275,0.048145,0.35652,1.8760559884142909
220.97,0.55256,242.51,3.5207,0.17507,0.1061,0.16986,0.073246,0.11372,0.1333,0.63244,0.04891,0.43271,1.8853728525479494
214.26,0.55849,242.53,3.5914,0.17495,0.1055,0.16918,0.07303,0.11431,0.13386,0.65183,0.048726,0.41609,1.8874741192379259
221.05,0.55996,235.62,3.8752,0.17403,0.10456,0.16718,0.072133,0.11638,0.13443,0.7076,0.048557,0.40638,1.9312445475202056
219.47,0.56003,246.85,3.4801,0.17513,0.10626,0.17015,0.073377,0.11337,0.13327,0.68038,0.04901,0.43173,1.9326835861035885
206.64,0.57525,254.85,3.6186,0.17477,0.1051,0.16915,0.073014,0.11426,0.13412,0.73531,0.048606,0.39127,1.9455992290903334
