Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
3860.6,0.10468,519.41,3.5878,0.12648,0.11686,0.23686,0.1397,0.1708,0.18691,2.3206,0.18525,0.1524,3.6358579037841032
3726.0,0.090498,616.08,4.1687,0.12459,0.1153,0.23764,0.13597,0.16646,0.18626,2.6193,0.18273,0.14868,3.9169460810215657
2716.4,0.0078994,641.71,19.775,0.11788,0.10904,0.25116,0.11732,0.13162,0.18618,2.7757,0.17569,0.12133,3.98593611910361
3871.8,0.084134,587.7,3.8727,0.12577,0.11612,0.23682,0.13804,0.16909,0.1863,2.7495,0.18464,0.15206,4.058325278491228
3430.8,0.0055384,951.41,19.672,0.11758,0.10794,0.24723,0.11855,0.135,0.18607,2.8452,0.17672,0.13115,4.065453944345
3623.8,0.0061801,949.45,19.381,0.11756,0.1079,0.24649,0.11823,0.13528,0.18581,2.8734,0.17673,0.1312,4.092603765469097
3569.5,0.0078245,972.98,17.912,0.1176,0.10794,0.2468,0.11827,0.13578,0.18552,2.8829,0.17636,0.12973,4.100844273268527
3641.6,0.045253,929.98,5.9342,0.12127,0.11216,0.23967,0.12959,0.15713,0.18443,2.8449,0.17925,0.14255,4.110914025587192
3274.1,0.3856,84.288,3.2027,0.1231,0.12051,0.24314,0.14332,0.16319,0.24701,2.7533,0.1738,0.15791,4.125317939666348
3741.8,0.057748,593.27,5.7402,0.12106,0.11222,0.23853,0.12794,0.15651,0.18459,2.9462,0.17846,0.14067,4.206175465976239
