Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1791.7,0.1409,130.52,3.9247,0.33856,0.0743,0.041521,0.14435,0.11482,0.2459,0.11446,0.14709,0.11268,1.3336733579602453
1778.8,0.14242,130.78,3.8973,0.33857,0.074832,0.041868,0.14453,0.11523,0.24571,0.11469,0.14738,0.11266,1.3354786963160228
1778.7,0.14251,130.77,3.8936,0.33871,0.074909,0.041914,0.14455,0.11529,0.24568,0.11473,0.14742,0.11266,1.3358593790854705
1797.4,0.14009,130.18,3.9238,0.3415,0.074335,0.041528,0.14435,0.11484,0.2459,0.1145,0.1471,0.11267,1.3367222755985753
1752.3,0.14537,130.1,3.8848,0.33929,0.075088,0.041996,0.14461,0.11542,0.24562,0.11484,0.14753,0.11265,1.3370485585584921
1819.5,0.14011,129.79,3.8877,0.33978,0.075111,0.041935,0.14449,0.11532,0.24567,0.11482,0.14747,0.11265,1.3372483789805851
1778.7,0.14243,130.8,3.9268,0.34265,0.074225,0.041491,0.14434,0.11478,0.24592,0.1144,0.14707,0.11268,1.3375525761365974
1799.1,0.14089,130.83,3.8687,0.34035,0.075443,0.042229,0.14468,0.11566,0.24551,0.11497,0.14768,0.11264,1.3391632081467417
1817.2,0.14004,130.02,3.9119,0.34329,0.074629,0.041646,0.14436,0.11497,0.24583,0.11458,0.14722,0.11267,1.3391900316161525
1811.4,0.14083,129.56,3.8764,0.34127,0.075317,0.042063,0.14456,0.11548,0.24559,0.11493,0.14759,0.11265,1.3394434863632765
