Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1876.7,0.16212,83.928,5.7817,0.087525,0.04566,0.10449,0.62993,0.13806,0.033285,0.24958,0.11103,0.13833,1.5378915936223239
1864.5,0.14962,85.829,6.1275,0.090247,0.042069,0.10409,0.66241,0.13742,0.033443,0.24975,0.11062,0.13729,1.5673233423672055
1886.5,0.15258,85.79,6.3558,0.095752,0.040899,0.10361,0.69783,0.13682,0.033607,0.24996,0.1103,0.13638,1.6051603200729896
1865.5,0.1552,86.231,6.2703,0.094201,0.041029,0.10358,0.723,0.13686,0.033366,0.24998,0.11049,0.13677,1.6292695359982432
1875.8,0.15842,81.822,5.7422,0.086081,0.045907,0.10438,0.74399,0.1381,0.032951,0.24968,0.1112,0.13862,1.6509067303045881
1876.7,0.13926,85.69,6.6571,0.097803,0.037942,0.10318,0.77189,0.13628,0.033529,0.25019,0.11008,0.1359,1.6767806191096848
1863.9,0.15653,87.473,5.8408,0.087759,0.044744,0.10495,0.76902,0.13828,0.033855,0.24931,0.11081,0.13808,1.6768035390034752
1940.6,0.042469,96.046,13.36,0.10197,0.049651,0.09978,0.91157,0.13126,0.035037,0.25665,0.10734,0.14012,1.8333780053090099
1876.2,0.14871,88.317,6.0372,0.089618,0.043204,0.10495,0.92787,0.13806,0.034181,0.24928,0.11045,0.13741,1.8350239595031168
1903.4,0.16728,85.179,5.2929,0.082445,0.051358,0.10648,1.0166,0.14001,0.034553,0.24867,0.11127,0.14052,1.9319356970251587
