Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1992.3,0.12661,124.57,6.1178,0.068412,0.054395,0.095049,0.06053,0.30559,0.13087,0.7148514680859134
1994.8,0.12603,125.09,6.1218,0.068427,0.054398,0.095067,0.060516,0.30632,0.13082,0.7155547075385914
1994.9,0.12598,125.31,6.134,0.068425,0.054401,0.095031,0.060541,0.30672,0.13079,0.715906355497937
1999.4,0.12609,125.19,6.088,0.068441,0.054395,0.095196,0.060426,0.30747,0.13089,0.7168199000161286
1999.3,0.1261,125.19,6.0836,0.068443,0.054395,0.095212,0.060415,0.30756,0.1309,0.7169232503305754
1991.2,0.12788,124.28,6.1725,0.06835,0.054403,0.094816,0.060701,0.30801,0.13083,0.7171097450677004
1999.9,0.12554,125.22,6.0729,0.06846,0.054393,0.095266,0.060376,0.30772,0.1309,0.7171120631798727
1991.5,0.12688,125.08,6.0624,0.068449,0.054389,0.095282,0.060369,0.30817,0.13095,0.7176103152807312
1997.6,0.12554,125.38,6.0702,0.068467,0.054393,0.095286,0.060363,0.30823,0.13089,0.7176313798304321
1989.6,0.12686,125.02,6.0408,0.068463,0.054387,0.095369,0.060311,0.30841,0.13099,0.7179282622867462
