Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1980.9,0.13318,24.406,19.949,0.11256,1.2813,0.049686,0.10656,0.055952,0.071525,1.6775698666457712
1954.1,0.13318,24.396,19.955,0.11233,1.283,0.049613,0.10645,0.055949,0.071618,1.6789855308727715
1955.1,0.13353,24.44,19.954,0.11233,1.2834,0.049621,0.10643,0.055954,0.071601,1.6793832493340741
1954.2,0.13409,24.418,19.902,0.11241,1.2841,0.049631,0.10644,0.055946,0.071576,1.680102946660161
1954.0,0.12828,24.492,19.939,0.11185,1.2847,0.049527,0.10653,0.055939,0.071772,1.6803631237944587
1955.1,0.13946,23.843,19.954,0.11329,1.2837,0.049731,0.10649,0.055916,0.071463,1.680635396863083
1960.1,0.13326,24.506,19.815,0.11237,1.285,0.049635,0.10647,0.055938,0.071559,1.6810270013385786
1948.3,0.14059,23.779,19.997,0.11336,1.2843,0.04973,0.10644,0.05592,0.071467,1.6812183191936934
1994.1,0.1312,24.421,19.462,0.11275,1.2847,0.04971,0.10678,0.055869,0.071443,1.6812866124904178
1975.6,0.13658,24.421,19.974,0.11277,1.2853,0.04973,0.10645,0.055968,0.071439,1.681645329168865
