Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
162.81,72.866,988.68,825.7,348.05,501.65,390.93,2.7879,0.13616,1.2513,0.048894,0.16567,0.21513,0.10764,0.094783,0.048162,0.045813,2.1135758381058243
162.45,72.522,990.05,825.69,347.27,501.45,391.13,2.7882,0.1362,1.2584,0.048917,0.1658,0.21514,0.10767,0.094762,0.048155,0.045808,2.1208622097808165
162.4,72.496,991.86,825.71,347.27,501.5,391.11,2.7882,0.13619,1.2608,0.048915,0.16579,0.21515,0.10766,0.094769,0.048171,0.045832,2.12331646356036
162.66,72.409,982.33,824.35,347.19,504.23,389.59,2.7879,0.13616,1.277,0.04892,0.16589,0.21518,0.1077,0.094834,0.048242,0.045939,2.1398467851365894
162.64,72.203,982.82,824.42,344.96,503.9,389.8,2.7879,0.13623,1.279,0.04895,0.16605,0.21519,0.10777,0.094853,0.048224,0.045978,2.142293403063534
162.64,72.007,975.31,824.75,341.93,503.73,389.81,2.7861,0.13635,1.2817,0.049021,0.16642,0.21521,0.10794,0.094905,0.048137,0.046001,2.14564806732813
162.66,72.392,982.73,824.46,347.44,503.89,389.61,2.7902,0.13619,1.2888,0.048926,0.1659,0.21516,0.10767,0.09471,0.048177,0.045713,2.1512811270651047
162.69,72.206,977.96,822.58,347.39,501.29,389.52,2.7879,0.13651,1.2897,0.049072,0.16661,0.21511,0.10784,0.094413,0.047795,0.044991,2.152039947684965
163.56,72.011,978.24,824.26,344.96,502.67,389.96,2.7893,0.13649,1.2931,0.049059,0.16665,0.21516,0.10789,0.094548,0.047893,0.045191,2.155990019268724
156.71,74.176,972.59,820.93,358.13,493.39,391.99,2.7317,0.13561,1.2937,0.048726,0.16408,0.21514,0.10782,0.096289,0.04908,0.049273,2.1596965335555907
