Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
617.11,0.6175,140.79,9.0837,0.15912,0.11945,0.12473,0.05668,0.14028,0.12011,0.29584,0.070646,0.42758,1.5144429670374808
612.37,0.62034,141.22,9.0297,0.15928,0.11925,0.1249,0.056786,0.14018,0.12128,0.2867,0.070501,0.43671,1.5155821785986778
612.06,0.61688,141.34,9.0978,0.15922,0.11934,0.12468,0.056663,0.14033,0.12088,0.2787,0.070615,0.44552,1.5159340336674911
617.63,0.61877,139.8,9.0468,0.1591,0.11952,0.12483,0.056746,0.14021,0.11966,0.30098,0.070668,0.42444,1.5161485098014997
614.37,0.61636,141.01,9.0397,0.15925,0.11933,0.12484,0.056761,0.14019,0.12082,0.28626,0.070564,0.4385,1.5165136287808858
612.78,0.62109,141.13,9.0022,0.1593,0.11923,0.12498,0.056837,0.14012,0.12141,0.29306,0.07046,0.43121,1.5166034941517872
611.74,0.62125,141.31,9.0207,0.1593,0.11922,0.12493,0.056806,0.14016,0.12149,0.2896,0.070472,0.43511,1.5170768371949754
611.74,0.62124,141.31,9.0093,0.15932,0.1192,0.12496,0.056827,0.14013,0.12159,0.29234,0.070453,0.43289,1.5177045423127713
611.34,0.62304,141.23,8.9705,0.15936,0.11914,0.12509,0.056902,0.14005,0.12189,0.29962,0.070388,0.42585,1.5182874750170856
614.15,0.61368,142.1,9.0416,0.15932,0.11918,0.12484,0.056765,0.14019,0.12172,0.29101,0.070473,0.43508,1.5185966608334245
