Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1906.5,0.12065,124.04,19.985,0.13051,0.19692,0.055837,0.083874,0.071595,0.061991,0.6007264862473229
1906.5,0.12065,124.04,19.962,0.1305,0.19712,0.055837,0.083877,0.071591,0.061995,0.6009249581295677
1906.7,0.12051,124.04,19.962,0.1305,0.19741,0.055836,0.083882,0.071585,0.061996,0.6012045616116896
1921.6,0.11934,124.43,20.0,0.13047,0.19769,0.055841,0.0839,0.071562,0.061998,0.6014684672799308
1905.7,0.12097,124.14,19.962,0.13051,0.19799,0.055838,0.08387,0.071598,0.061992,0.6017982410950475
1912.8,0.11989,124.56,20.0,0.13043,0.19811,0.055837,0.083908,0.071549,0.061984,0.6018166314543173
1906.6,0.12108,124.02,19.963,0.13054,0.19805,0.055839,0.083857,0.071615,0.061996,0.6018949597285425
1920.6,0.11961,124.15,19.935,0.13051,0.19807,0.055842,0.083887,0.07158,0.062015,0.6019022463455926
1907.1,0.12113,123.59,19.96,0.1306,0.1982,0.055841,0.083835,0.071646,0.062008,0.6021304567924894
1927.4,0.11981,123.76,20.0,0.13064,0.1982,0.055849,0.083833,0.07165,0.062022,0.6021884777178285
