Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1998.6,0.127,125.76,5.9549,0.060093,0.1316,0.05478,0.16798,0.068469,0.095907,0.5788264308951621
1998.6,0.12646,125.95,5.9979,0.060212,0.13148,0.05477,0.17046,0.068439,0.095722,0.5810804956963838
1995.6,0.12732,124.73,5.9845,0.060217,0.13157,0.054751,0.17042,0.068446,0.095717,0.5811203073727398
1987.8,0.12667,125.38,5.953,0.060124,0.13153,0.054745,0.1704,0.068503,0.095846,0.5811544919577094
1998.6,0.12597,125.79,5.9243,0.059964,0.13162,0.054787,0.17041,0.068509,0.096107,0.5814031802335852
1998.9,0.12647,126.08,5.9922,0.060192,0.13149,0.054774,0.17097,0.068443,0.095752,0.581622064398104
1994.8,0.12168,125.5,7.6112,0.063596,0.12906,0.054892,0.17635,0.067196,0.091156,0.5822542423937267
1988.9,0.1262,125.76,5.9569,0.060117,0.1315,0.054751,0.17194,0.068504,0.095857,0.5826709652177811
1999.8,0.12761,124.2,5.9484,0.060105,0.1317,0.054766,0.17191,0.068461,0.095901,0.5828470391545055
1999.8,0.12656,126.16,5.9952,0.060199,0.13149,0.054777,0.17308,0.068437,0.095743,0.5837263281408849
