Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1997.0,0.12696,124.25,5.8578,0.059738,0.13185,0.0548,0.15655,0.068475,0.096529,0.5679394321123573
1995.0,0.12759,123.69,5.8573,0.059777,0.13189,0.054785,0.15722,0.068464,0.096475,0.5686148577883219
1996.4,0.12699,124.0,5.8272,0.059645,0.13192,0.054801,0.16055,0.068505,0.09668,0.572107068951645
1890.0,0.12439,125.93,5.8618,0.060042,0.13066,0.054346,0.16323,0.068757,0.095707,0.5727463868369557
1944.7,0.12766,124.31,5.7335,0.059499,0.13169,0.054604,0.16316,0.068682,0.096773,0.5744045005876844
1998.4,0.12713,124.24,5.9922,0.060164,0.13167,0.054802,0.16507,0.068332,0.095894,0.5759258710646563
1963.0,0.12798,123.92,5.8608,0.059923,0.13162,0.054649,0.16522,0.068509,0.09616,0.5760825314751995
1996.8,0.12709,124.01,6.0,0.060202,0.13165,0.054792,0.16568,0.068328,0.095839,0.5764875580205018
1874.4,0.12304,126.97,5.8712,0.060045,0.13038,0.054291,0.16777,0.06882,0.095633,0.5769436554067097
1994.6,0.12567,125.61,5.8365,0.059589,0.13175,0.054812,0.1659,0.068532,0.096727,0.5773047075893589
