Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
911.42,2.7621,184.72,1.8843,0.0,0.0
907.15,2.7292,189.01,1.894,0.0,0.0
923.7,2.7097,188.84,1.8844,0.0,0.0
887.9,2.7636,187.33,1.913,0.0,0.0
901.24,2.7058,189.53,1.893,0.0,0.0
910.39,2.7209,186.64,1.8727,0.0,0.0
912.23,2.7164,188.26,1.8919,0.0,0.0
890.84,2.7321,190.17,1.9238,0.0,0.0
901.62,2.7201,187.03,1.8583,0.0,0.0
956.79,3.2561,187.22,4.4952,0.0,0.0
