iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,16.722,84.167,63.01,2.8644,0.5324140998561001,0.12085695298570949,0.5708840628055011
2,110.96,53.414,35.675,2.6662,0.5531913958934463,0.12037492367357194,0.5915079241473635
3,983.64,37.691,71.04,1.9036,1.1498975016560642,0.1316890856957308,1.1918154395355196
4,119.99,56.463,78.311,3.6602,0.2119694855144772,0.11130289282977202,0.24739829666304858
5,224.43,230.36,61.585,8.2937,0.028624763045656053,0.17626190550043477,0.08473067012403751
6,230.25,188.99,64.283,8.2484,0.01179149450191668,0.17633671784434682,0.06792121508897392
7,240.51,191.97,63.614,8.1589,0.010376178633111986,0.1755828266792957,0.06626592820922685
8,233.24,195.88,62.806,8.2359,0.016771498845480574,0.1745435142530148,0.07233042500147656
9,231.25,196.36,63.969,8.433,0.010271437334497839,0.17022804486047521,0.06445670691932491
10,231.37,197.05,63.885,8.38,0.010620615762095149,0.17091037997623512,0.06502307935995896
11,232.54,201.52,63.586,8.3729,0.010499909144944272,0.17083326125001644,0.06487782508984279
12,232.92,198.17,63.898,8.3736,0.01015997252659124,0.1707168270675386,0.06450082632011733
13,227.46,197.95,63.82,8.6718,0.010524635976197145,0.17223228486746378,0.06534787496953376
14,232.26,196.55,63.551,8.4334,0.010737481735620674,0.17021023721037312,0.06491708296937056
