Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
381.81,1.0792,129.36,16.054,0.052523,0.14105,0.11329,0.59006,0.027975,0.13517,0.11132,0.032963,0.22575,1.4301097723153129
384.49,1.1005,127.14,16.085,0.05206,0.14127,0.11327,0.60425,0.027782,0.13535,0.11128,0.033113,0.22565,1.4440201932640182
379.98,1.0941,131.63,15.96,0.053016,0.14076,0.11335,0.6082,0.028219,0.13492,0.11126,0.032981,0.22577,1.448481617894886
376.52,1.0476,131.68,15.898,0.053081,0.14077,0.11329,0.61069,0.028274,0.13493,0.11128,0.032937,0.22584,1.4510923607740767
384.52,1.1186,127.13,16.176,0.052034,0.14123,0.1133,0.61214,0.027746,0.13532,0.11128,0.033102,0.22564,1.4517853604524595
401.78,1.1485,125.08,14.571,0.051889,0.14164,0.11295,0.61714,0.028103,0.13524,0.11057,0.034752,0.2249,1.4571807103251275
401.78,1.1417,125.27,14.57,0.051923,0.14165,0.11295,0.61723,0.028116,0.13525,0.11059,0.034714,0.22492,1.4573317911796817
388.73,1.0803,126.68,16.1,0.051948,0.14141,0.11321,0.61838,0.027687,0.13544,0.11135,0.033008,0.22565,1.4580855415055545
401.84,1.1408,125.15,14.598,0.0519,0.14166,0.11295,0.61809,0.028095,0.13526,0.1106,0.03468,0.22493,1.4581684254003144
346.19,1.0741,133.85,18.028,0.053696,0.13863,0.11362,0.62034,0.02782,0.1336,0.1126,0.032028,0.2263,1.4586339034342366
