Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1876.2,0.0076039,218.63,19.948,0.14537,0.32589,0.078704,0.13876,0.063327,0.085022,0.837076119557126
1875.1,0.0076215,217.74,19.966,0.14529,0.33155,0.07865,0.13875,0.063294,0.085055,0.8425957923201594
1257.4,0.01077,225.36,17.565,0.13526,0.36033,0.072722,0.13686,0.063484,0.083921,0.8525782653597317
1826.5,0.0079625,216.45,19.953,0.14439,0.34645,0.078124,0.13858,0.063243,0.085001,0.8557894067452155
1817.2,0.0080421,223.45,19.988,0.14474,0.34946,0.078462,0.13865,0.063588,0.0847,0.8595963013527439
1834.1,0.0077525,212.82,19.948,0.14456,0.3765,0.078177,0.13872,0.063145,0.085296,0.8863945931624124
1824.7,0.0072875,216.63,16.71,0.14124,0.39174,0.075009,0.13608,0.061206,0.083672,0.8889425439703509
1819.2,0.0081609,214.25,19.97,0.14384,0.38305,0.077752,0.13839,0.063074,0.08495,0.8910537633019845
1917.5,0.0076378,214.12,19.884,0.14498,0.38231,0.078286,0.13839,0.062874,0.084954,0.8917935313734853
1828.3,0.006733,217.84,15.551,0.14079,0.40516,0.074259,0.13538,0.060608,0.083364,0.899558370640805
