Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
168.58,0.8495,517.6,765.99,595.6,141.37,49.398,11.373,0.068769,0.68451,0.10027,0.098086,0.23371,0.07498,0.036092,0.13788,0.13368,1.5679687923148529
27.012,1.3375,615.68,779.22,328.57,190.73,55.738,11.196,0.061747,0.78123,0.097603,0.10451,0.23231,0.076403,0.033258,0.13273,0.13729,1.6570751477140415
0.11069,424.96,618.19,764.17,317.28,370.44,71.803,11.652,0.040996,0.62984,0.36199,0.13285,0.22229,0.04934,0.034687,0.10355,0.14247,1.7180082547096367
0.039578,451.89,619.93,765.95,637.73,362.64,70.451,11.657,0.043295,0.74652,0.27551,0.1292,0.22177,0.044404,0.03081,0.10751,0.13535,1.734363066012664
0.11543,447.71,615.79,765.84,353.06,364.57,72.195,11.361,0.041786,0.63968,0.42277,0.13192,0.22181,0.048356,0.034013,0.10406,0.14002,1.7844099929168171
0.069554,465.22,617.72,763.81,324.55,374.22,70.001,11.721,0.042029,0.7879,0.30639,0.13219,0.22179,0.048564,0.034233,0.10345,0.14159,1.8181326496286996
0.14347,419.93,617.81,766.96,324.95,365.47,70.729,11.155,0.040939,0.67618,0.4582,0.13326,0.22218,0.049268,0.035239,0.10368,0.14188,1.860834484173631
27.413,2.6579,618.0,764.89,322.9,221.31,64.822,11.191,0.055695,0.97916,0.11782,0.10761,0.23073,0.073158,0.032311,0.12915,0.13793,1.863560698407072
0.22186,436.64,618.2,763.73,327.04,379.33,71.916,11.637,0.040697,0.69669,0.44231,0.13342,0.22203,0.04957,0.035268,0.10331,0.14158,1.8648749858546254
0.23295,459.24,618.35,766.6,323.35,381.13,71.103,11.65,0.041154,0.62131,0.52088,0.13332,0.2218,0.049421,0.03533,0.10312,0.1411,1.8674370370890756
