Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
640.28,0.56979,140.69,9.2789,0.15897,0.11925,0.12349,0.056298,0.14118,0.1195,0.36719,0.071399,0.58207,1.7393489005674634
654.67,0.52981,146.99,9.3956,0.15909,0.11907,0.12306,0.056046,0.14134,0.12077,0.32485,0.071293,0.63385,1.7493696214212153
652.65,0.55464,144.5,8.8276,0.15951,0.11893,0.12467,0.056945,0.14008,0.12196,0.31693,0.070518,0.64038,1.7499204700928335
622.17,0.58538,143.39,9.3864,0.15909,0.11889,0.12326,0.056202,0.14141,0.12119,0.3439,0.071283,0.62442,1.759638030032026
661.9,0.53695,141.12,9.0412,0.15913,0.11939,0.12395,0.056524,0.1407,0.11964,0.33629,0.071244,0.63628,1.7631416904000754
636.87,0.58262,140.6,9.421,0.15873,0.11932,0.12321,0.056124,0.14144,0.1188,0.37583,0.071563,0.60324,1.768270243789906
643.55,0.58752,139.69,8.9412,0.15916,0.11937,0.12447,0.056795,0.14038,0.11928,0.42451,0.070973,0.55454,1.7694733153131217
613.25,0.60497,140.6,9.3889,0.15898,0.11897,0.12332,0.056245,0.14147,0.12039,0.39152,0.071422,0.59483,1.7771626991730458
614.18,0.59215,141.0,9.3884,0.15907,0.1189,0.12328,0.056233,0.14151,0.12085,0.38627,0.07143,0.60387,1.7814199285199621
672.39,0.54382,144.61,9.4568,0.1586,0.11938,0.12307,0.055969,0.1414,0.11872,0.43576,0.071449,0.55885,1.7831984508318999
