Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
1050.3,0.42003,163.59,2.4454,0.01925,0.01924973785638562
