Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.0020493,493.78,622.77,977.67,535.14,471.67,53.371,10.583,0.042999,1.1255,0.2135,0.13188,0.21795,0.049959,0.038034,0.099926,0.14058,2.060348402512788
0.0021938,495.42,682.49,992.47,673.24,960.03,41.566,10.617,0.050278,1.2267,0.10025,0.13387,0.21393,0.054878,0.042445,0.10095,0.14138,2.064628246338645
0.018094,493.97,622.56,776.61,199.98,290.46,63.859,12.113,0.042284,1.1336,0.30766,0.13747,0.22317,0.051884,0.04115,0.10026,0.14699,2.1844599350021134
54.291,500.46,625.81,987.48,683.42,953.06,58.594,10.274,0.058164,1.366,0.097447,0.12845,0.21444,0.046846,0.035468,0.10882,0.13497,2.190647302601703
5.1017e-06,492.5,622.49,974.54,507.82,683.75,23.798,10.241,0.044712,1.3336,0.11406,0.14429,0.22078,0.047683,0.049839,0.091205,0.14824,2.1944263901273064
0.0001128,595.79,622.39,969.82,29.2,689.16,44.075,10.333,0.040844,1.2647,0.15352,0.14619,0.21951,0.066052,0.061272,0.086949,0.16927,2.2082920492013516
0.018524,493.49,632.54,817.72,206.51,288.0,63.875,12.116,0.042573,1.1088,0.36547,0.13686,0.22321,0.051517,0.040171,0.10052,0.14667,2.215813807957437
3.2264e-05,492.55,622.5,875.55,59.944,703.22,34.789,10.268,0.039529,1.3124,0.12592,0.1464,0.21902,0.062368,0.060311,0.087562,0.16308,2.2165840868115554
0.00077391,494.48,665.76,893.76,722.81,786.45,42.206,10.615,0.047203,1.3835,0.10249,0.13384,0.21495,0.053867,0.042167,0.099573,0.14087,2.2184917973329217
0.018243,502.49,622.74,778.43,143.78,290.9,67.952,12.192,0.042951,1.1853,0.2954,0.13823,0.22353,0.053244,0.04254,0.099738,0.14871,2.2296421608201387
