Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
625.4,0.46113,118.23,6.8065,0.12747,0.093294,0.030331,0.25975,0.25545,0.1147,0.43626,0.028824,0.13302,1.4791094538304579
625.44,0.45724,118.71,6.8055,0.12746,0.093294,0.030286,0.25976,0.26215,0.11471,0.43262,0.02885,0.13304,1.4821689334882464
629.65,0.45071,119.14,6.7907,0.1275,0.093291,0.030394,0.25975,0.2757,0.11471,0.42207,0.028868,0.13309,1.4853655599297602
622.79,0.46367,118.56,6.8111,0.12746,0.093312,0.030271,0.25975,0.25425,0.1147,0.44425,0.028842,0.133,1.4858373294060672
624.46,0.46143,117.97,6.7956,0.12751,0.093318,0.030416,0.25973,0.26194,0.1147,0.4369,0.028823,0.13305,1.4863739445236877
624.58,0.45739,118.73,6.7746,0.12758,0.093361,0.03053,0.25968,0.27159,0.11469,0.42746,0.02887,0.13311,1.4868740494223034
628.5,0.46137,118.34,6.7729,0.12759,0.093348,0.030662,0.25967,0.27416,0.11469,0.42631,0.028831,0.13309,1.488351029376632
624.25,0.46153,118.75,6.76,0.12764,0.093405,0.030692,0.25963,0.27039,0.11468,0.43105,0.028872,0.13313,1.4894801541528693
624.8,0.457,119.45,6.8036,0.12746,0.093313,0.030271,0.25975,0.27004,0.1147,0.43245,0.028883,0.13304,1.4899084275575565
623.33,0.46203,118.86,6.8261,0.12739,0.09328,0.030132,0.25979,0.25868,0.11471,0.44415,0.028846,0.13297,1.4899558984682966
