iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,1550.1274236645029,2.3050367741933986,477.68652076267244,12.170102423063945,3.7451608917853916,0,3.7451608917853916
2,2501.339859179481,8.212425646606277,349.7831147762125,19.539248244259227,7.4945568916911744,0,7.4945568916911744
3,2116.592402997063,5.8924941471497485,244.85624550664687,13.474058587729312,5.748290996762392,0,5.748290996762392
4,743.9598788388931,7.315208573911427,148.06682517179075,6.069231382093156,1.6945142297823828,0,1.6945142297823828
5,3974.1072314406097,0.6487169822517952,51.08655622056316,1.1053529257916934,1.0440601713985895,0,1.0440601713985895
6,1014.8662690873613,3.4831477260576635,266.5912590864055,4.657251564149437,2.1907988822695885,0,2.1907988822695885
7,140.23481051199883,9.389051491035321,412.7939145188558,10.053900217671437,0.8971184847875202,0,0.8971184847875202
8,3318.902507465267,3.816203163545295,104.73548735678213,15.279091312216638,7.211236544700839,0,7.211236544700839
9,22.525,10.0,441.79,1.0,0.3644443416250391,0,0.3644443416250391
10,332.72,0.54356,285.71,1.1145,0.38704571256066195,0,0.38704571256066195
11,440.99,9.4476,81.903,1.2299,0.20660960438548595,0,0.20660960438548595
12,1464.4,9.1598,38.752,1.0,1.2310490696913703,0,1.2310490696913703
13,521.98,3.1134,158.69,1.0,0.18827383403084588,0,0.18827383403084588
14,1317.8,0.33813,182.13,1.4532,0.15672797633063545,0,0.15672797633063545
15,1470.0,0.28627,194.39,2.0099,0.030854644378947207,0,0.030854644378947207
16,1300.2,0.28955,169.6,1.9766,0.1272874931303811,0,0.1272874931303811
17,1752.4,0.26897,174.4,2.0191,0.021675879926415027,0,0.021675879926415027
18,1696.4,0.26204,175.19,2.0454,0.016575838074525038,0,0.016575838074525038
19,1468.2,0.26895,173.26,2.4353,0.026312805328202654,0,0.026312805328202654
20,2085.9,0.13807,173.13,2.3313,0.15623279542984966,0,0.15623279542984966
21,1727.4,0.26324,175.59,2.0206,0.016277191386100214,0,0.016277191386100214
22,1727.6,0.25783,175.37,2.0665,0.01629646966106476,0,0.01629646966106476
23,1738.8,0.25531,166.7,2.2682,0.017599943754380558,0,0.017599943754380558
24,1708.2,0.26074,178.3,2.0625,0.01770935004118875,0,0.01770935004118875
25,1459.2,0.25245,162.59,3.0693,0.02793032128896098,0,0.02793032128896098
26,1651.7,0.26359,175.68,2.178,0.016653683723947647,0,0.016653683723947647
27,1763.8,0.25809,176.7,1.9979,0.01707135022751457,0,0.01707135022751457
28,1741.1,0.2578,175.23,2.0967,0.018315904950582163,0,0.018315904950582163
29,2131.3,0.20798,169.3,2.2733,0.02790300983597622,0,0.02790300983597622
30,1704.5,0.2482,168.43,2.4402,0.016081572788259713,0,0.016081572788259713
31,1726.5,0.2522,165.06,2.4052,0.017876615587307722,0,0.017876615587307722
32,1679.2,0.25064,165.65,2.6007,0.01940361338198375,0,0.01940361338198375
33,1730.4,0.23628,167.53,2.5766,0.01442765865142995,0,0.01442765865142995
34,1731.0,0.23434,161.16,2.7795,0.015078814921234461,0,0.015078814921234461
35,1700.8,0.23835,162.13,2.786,0.015231193156310042,0,0.015231193156310042
36,1709.1,0.23269,162.88,2.8402,0.013577920447751786,0,0.013577920447751786
37,1726.5,0.23272,162.67,2.7923,0.014192095146201775,0,0.014192095146201775
