Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
693.3,0.5895,133.39,8.6006,0.15832,0.12098,0.12599,0.057256,0.13944,0.11335,0.47909,0.071151,0.29292,1.5584970961032398
714.75,0.55188,139.27,8.4422,0.15911,0.11996,0.12663,0.057516,0.13889,0.1185,0.40061,0.070086,0.36734,1.5586375860336803
680.25,0.58853,134.19,8.692,0.15837,0.12084,0.12559,0.057099,0.13976,0.11384,0.45986,0.071299,0.3182,1.5648476533518807
693.04,0.59155,133.55,8.5947,0.15833,0.12097,0.12601,0.057268,0.13941,0.11342,0.48674,0.071127,0.29181,1.5650825250372398
681.79,0.58869,133.59,8.7457,0.15831,0.12089,0.12549,0.057028,0.1399,0.11344,0.46796,0.071384,0.31178,1.5661738152541138
680.84,0.58618,134.46,8.7119,0.15838,0.12081,0.12552,0.057067,0.13982,0.11389,0.455,0.071319,0.3246,1.566394292698219
680.36,0.59114,134.54,8.6739,0.15839,0.1208,0.12565,0.057127,0.13969,0.11401,0.46234,0.071228,0.31732,1.566557782790392
682.35,0.59147,134.2,8.6097,0.15845,0.12083,0.12585,0.057225,0.13951,0.11408,0.47357,0.071147,0.30596,1.5666213319238835
683.45,0.58654,134.83,8.7156,0.15837,0.12079,0.12553,0.057065,0.1398,0.1139,0.45344,0.07128,0.32646,1.5666235158937127
670.19,0.59157,140.33,8.5945,0.15929,0.11946,0.12615,0.057324,0.13935,0.12049,0.45384,0.070012,0.32073,1.5666505659388552
