iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.859675944783327,0.18448651771077657,2.918399827238288
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.693948734677655,0.19514092047685605,1.7560640188644432
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.2146581921826008,0.12581295583389038,0.25470569983453273
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.16117300217607336,0.09349815390019098,0.1909343889024377
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.217914016763381,0.09224859516242355,2.2472776565901467
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.145291795812428,0.20535217200272418,1.2106574223102093
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.565061191146351,0.172822083745119,2.620072168953305
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.4340649234372212,0.09397876959735003,0.46397929489144635
9,574.58,10.867,98.053,2.6252,0.2648692953767493,0.10184289230874577,0.2972868948361742
10,510.35,1.1361,72.338,1.1049,0.3249365364039186,0.1247052708765406,0.364631456983149
11,10.042,7.9138,109.38,4.8865,0.3732957085861353,0.17771909022679558,0.42986545196891346
12,490.34,14.995,74.455,4.7415,0.1487477690171329,0.09371711557690639,0.17857885340989113
13,479.94,8.1903,77.675,4.7541,0.1489917873874279,0.09361049145936134,0.17878893226946593
14,66.908,175.94,98.163,2.1344,0.4084037840807605,0.10637747615243269,0.4422647864073603
15,497.41,1.4083,88.153,2.9094,0.13893318565455295,0.09956704086909135,0.17062635910125026
16,401.73,0.012908,23.811,11.564,0.3004510581157988,0.0961239271765455,0.331048254434904
17,441.67,10.891,93.212,1.9039,0.028226957174774504,0.10932399889119183,0.06302586681898664
18,455.78,13.932,91.906,1.9741,0.013269553937178352,0.10845408187946864,0.047791560396399535
19,456.3,13.186,91.329,1.963,0.016250628510212833,0.10857879204070175,0.050812331446662085
20,378.06,0.1232,91.858,3.1425,0.042272440901175115,0.09793439464184178,0.07344592691309822
21,442.23,0.035085,86.892,3.6555,0.11180507802117728,0.09581858018623976,0.14230507937455167
22,472.77,30.936,92.151,2.0247,0.024200239981956462,0.10783662149284026,0.05852570269578697
23,425.64,5.8749,91.036,2.1643,0.020027846090710746,0.10612667790396733,0.0538090168553864
24,412.57,8.5573,89.73,2.2046,0.026233293808459582,0.10564632835663597,0.05986156456339575
25,375.76,0.021985,82.78,2.8882,0.04820801945491867,0.099423210589867,0.07985541030180629
26,447.7,9.5,91.21,2.0723,0.012544594619476964,0.10723361981709556,0.04667811593853253
27,432.24,13.038,87.562,2.2638,0.010673810258769668,0.10503403873856104,0.0441071831750649
28,431.28,0.1874,91.501,2.3451,0.021723744290992802,0.10425219060938107,0.054908247218275745
29,445.74,8.8186,90.711,2.0849,0.013315396937725092,0.10706410359400766,0.04739495956710325
30,432.85,13.272,87.297,2.3142,0.008666589188233912,0.10452096737629749,0.04193664641760286
31,421.5,12.505,87.273,2.3825,0.010251382080725693,0.10387437596648068,0.04331562287202844
32,439.44,9.5776,89.255,2.1922,0.010102704444063568,0.10581289358197128,0.0437839945569184
33,430.99,7.2387,90.046,2.2216,0.013559290634601867,0.1055093533638194,0.04714396089516457
34,417.67,3.7783,86.177,2.4375,0.0184898237529713,0.10332002615503671,0.05137760951888731
35,422.65,0.13407,86.295,2.4318,0.012798561306992452,0.10330629835133956,0.04568197737727607
