Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1965.2,0.12763,124.17,16.588,0.070314,0.08523,0.13015,0.2305,0.062578,0.056113,0.6348835416361053
1963.8,0.12764,124.13,16.551,0.070306,0.085235,0.13013,0.23069,0.062588,0.056108,0.6350616109199475
1811.2,0.13388,124.19,16.544,0.070349,0.085169,0.12975,0.23474,0.062653,0.056054,0.6387140482153109
1811.7,0.13385,124.26,16.525,0.070338,0.085176,0.12974,0.235,0.062656,0.056053,0.6389656377345213
1811.9,0.13306,124.52,16.483,0.070279,0.085216,0.12969,0.23546,0.062677,0.056049,0.6393716113289681
1813.2,0.13421,124.04,16.722,0.070305,0.085226,0.12967,0.23575,0.062608,0.056059,0.6396099361735241
1810.1,0.13264,124.71,16.305,0.07021,0.085258,0.12961,0.23726,0.062724,0.056029,0.6410933319064394
1839.3,0.13188,124.88,16.263,0.070194,0.085274,0.12969,0.23759,0.062709,0.056038,0.641499426044999
1822.7,0.13248,124.71,16.186,0.070186,0.085275,0.12963,0.23768,0.062737,0.05602,0.6415328573985161
1803.7,0.13428,124.24,16.389,0.070315,0.085184,0.12968,0.23874,0.062691,0.056033,0.6426427951013737
