iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.614221219496048,0.23652690160732476,0.6895100706260802
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.27112389861888037,0.13447194291049938,0.3139276474616346
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.595559529885247,0.1948524985858272,0.6575830065327288
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.30744627382093415,0.172940226432523,0.36249485761326955
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.165275355317097,0.13802295288810904,0.20920942574166168
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.10185419621504263,0.13823537664121488,0.14585588322028117
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.02401330643947234,0.101087215670117,0.056190366554063585
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.05484880519395241,0.10162342037504604,0.08719654456714082
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.09373407879873628,0.1014181672082247,0.12601648405975494
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.05951071516311499,0.09990770496445875,0.0913123253592356
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.019274150135049826,0.10047229031102847,0.05125547342857807
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.042477966443289855,0.10066320826079807,0.0745200608076797
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.03141297095203226,0.09942178274764077,0.06305990730262336
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.00908130201862938,0.10058985468559486,0.04110004721484513
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.009945637578547379,0.1008406514631962,0.04204421386849666
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.19677881665974584,0.10175559065150747,0.22916862713859157
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.012913348314407914,0.10105423093629712,0.04507990906213115
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.008919638473026027,0.10070661929417965,0.04097555099851069
19,581.91,394.95,39.744,259.97,144.69,120.79,63.445,11.262,0.007831755570116701,0.10077316187948479,0.039908849258356215
20,580.66,395.51,44.501,186.53,163.44,131.12,61.553,10.961,0.018340629435377398,0.10128034351733013,0.050579164053033976
21,555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.018103181813650546,0.09990841346134231,0.04990501753133352
22,702.28,435.33,39.202,237.08,148.02,145.58,61.891,11.758,0.04209075373792278,0.10147994016364181,0.0743928219413495
