iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,364.1468366994024,892.2630642159467,431.99510818077533,4.529330256689139,2.4940178279237797,0.09603877744100525,2.5245879202402564
2,504.24442746969464,243.28313509578632,196.44641026466795,2.1709002311137877,0.7021055070395923,0.10640769497613184,0.7359761283165244
3,796.4428457194679,456.90342329640714,316.1057180084108,18.03333746741795,2.4858779120925294,0.17799550546605303,2.542535641178655
4,707.6458405144272,531.1452332902425,453.20519324422713,13.565757276303424,3.3136495218760684,0.18472225219995397,3.3724484409494493
5,114.14197115215683,868.7168886576552,250.3692338371654,9.337362585916063,1.1010996427921425,0.09498995566551988,1.1313358847686374
6,434.4036810613725,28.75100818531562,43.233758920177145,16.92896962726614,0.1280659501196973,0.09696376931761977,0.15893047649514017
7,185.59891607985782,321.6048092696617,102.3563604221488,6.845621018187122,0.09479267757069966,0.09302101587965005,0.12440218654805166
8,916.1935919400411,741.4379314002507,168.61449066328422,12.626695800269054,1.6161363472765815,0.09280085229801426,1.6456757760093212
9,264.95,48.276,71.901,10.802,0.1142635567419618,0.09230497119377833,0.14364514161685146
10,312.57,74.735,75.012,11.771,0.01770535602753206,0.09277131964954619,0.047235384226299165
11,302.1,48.538,76.921,13.053,0.024165303335699787,0.09326088983863595,0.05385116656563504
12,311.79,88.251,74.716,12.302,0.01572553070101602,0.0928736995023991,0.045288147419092255
13,305.25,41.48,76.298,15.126,0.019265815484245562,0.09390579839672278,0.04915695948390439
14,288.37,16.872,77.865,16.954,0.031696037080257394,0.09453205996383404,0.06178652632806468
15,316.82,87.417,74.688,12.298,0.013233990865066124,0.09291884822589022,0.04281097886817816
16,330.24,47.127,76.257,10.872,0.015544556214098533,0.09278953855737467,0.04508038367134292
17,438.63,4.026,63.818,9.07,0.0884148459210349,0.09378058015223062,0.11826613171554129
18,328.5,40.441,74.431,9.9033,0.015335907806558517,0.09259029304661845,0.04480831344795146
19,910.35,0.089134,43.699,1.4053,0.19086232080964605,0.11826597500994537,0.2285075498544768
