iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,3514.3319179804503,3.659198961932588,361.94348161296386,17.4503695542408,8.230206757874706,0,8.230206757874706
2,1089.2094786167747,5.527060581163374,242.47595164394357,19.81704792042829,2.923649837567246,0,2.923649837567246
3,2449.791833191518,4.871769115943648,462.77570478527525,12.048014054051635,6.907522289193619,0,6.907522289193619
4,409.7138486792345,8.059036667921976,88.79685575079742,2.4116594651045067,0.32341717185551916,0,0.32341717185551916
5,880.5877216776514,0.8222385007432443,419.44882612224046,7.056298812462932,1.356491066266924,0,1.356491066266924
6,2869.4749514872624,6.561375202757256,165.6041239329246,9.109504853585896,7.423903786236015,0,7.423903786236015
7,3126.069180856136,9.974886469993997,266.12945692134116,14.062731541410399,9.140977502937721,0,9.140977502937721
8,1522.7664995634493,1.7111468086176833,44.46432825242337,3.835317536744183,1.569552907303326,0,1.569552907303326
9,549.25,4.6447,30.039,1.0,0.2829264041619792,0,0.2829264041619792
10,531.59,0.75862,58.072,5.2189,0.3304526074147013,0,0.3304526074147013
11,670.77,2.3463,48.871,10.534,0.6018101409967025,0,0.6018101409967025
12,616.73,2.1918,36.841,1.6469,0.12979380810464877,0,0.12979380810464877
13,579.62,0.91055,120.44,2.2859,0.14059883255263297,0,0.14059883255263297
14,650.66,0.78148,161.7,2.0716,0.0699574773308085,0,0.0699574773308085
15,790.81,0.77501,157.65,1.2649,0.20664782527243167,0,0.20664782527243167
16,781.7,0.40583,164.48,3.0017,0.1271325768728893,0,0.1271325768728893
17,669.08,0.81173,162.83,2.2083,0.03304013479178623,0,0.03304013479178623
18,685.01,0.79027,149.16,2.3871,0.03535860047379681,0,0.03535860047379681
