Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020731,4.5277e-07,755.78,495.34,177.24,773.78,82.377,2.9702,0.31657,0.13608,0.042432,0.11762,0.11392,0.093768,0.060795,0.22669,0.081806,1.1896812009269837
0.020735,4.5593e-07,755.7,495.39,175.67,773.05,82.375,2.9885,0.3195,0.13609,0.042554,0.11768,0.11385,0.093776,0.060316,0.22666,0.081493,1.191908236645852
0.020536,4.5287e-07,754.57,495.63,175.47,771.09,82.389,2.9915,0.32084,0.13609,0.042575,0.11769,0.11383,0.09378,0.060231,0.22664,0.081439,1.1931059851393044
0.020736,4.5589e-07,757.79,495.54,178.58,773.02,82.399,2.9888,0.3213,0.13607,0.042529,0.11766,0.11387,0.093771,0.060423,0.22664,0.081521,1.1937852521252341
0.020733,4.5597e-07,755.37,501.19,175.62,781.56,82.432,3.0094,0.3226,0.13601,0.042663,0.11772,0.1139,0.093776,0.0599,0.22656,0.081386,1.1945095092243951
0.020564,4.5283e-07,755.72,508.33,175.05,780.26,82.867,3.047,0.32994,0.13599,0.042851,0.11779,0.11382,0.093795,0.059123,0.22644,0.080898,1.2006441918922437
0.020519,4.5294e-07,756.09,508.77,175.08,780.18,82.999,3.047,0.33137,0.136,0.042844,0.11779,0.11381,0.093796,0.059137,0.22644,0.080896,1.2020802721048396
0.020727,4.5226e-07,763.27,499.55,175.52,808.96,81.219,2.9747,0.33062,0.13592,0.042509,0.11765,0.11422,0.093714,0.060623,0.22674,0.082075,1.2040729972290005
0.020552,4.5116e-07,755.46,495.41,178.59,772.24,82.258,3.0436,0.3338,0.13601,0.042897,0.11785,0.11372,0.093762,0.059111,0.22646,0.080752,1.2043573667920033
0.020736,4.5592e-07,767.65,494.91,175.67,772.92,82.249,3.0523,0.33482,0.13614,0.042922,0.11786,0.11365,0.093784,0.058871,0.22665,0.080341,1.2050403499537023
