Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
143.41,3.1557,52.806,19.807,0.054747,1.11,0.12256,0.064823,0.089315,0.065614,1.5070260945399168
143.54,3.144,52.539,19.902,0.054765,1.1099,0.12267,0.064897,0.089247,0.065592,1.507073682179058
141.72,3.1518,57.422,19.354,0.054894,1.111,0.12228,0.063916,0.090328,0.065528,1.5079882834486729
139.68,3.1735,55.836,19.661,0.054924,1.1183,0.12284,0.06425,0.090008,0.065514,1.515849456171157
140.47,3.2427,50.675,19.951,0.054672,1.1334,0.12296,0.065263,0.088883,0.065731,1.5309271484815992
142.9,3.1426,50.875,19.491,0.054486,1.1439,0.12198,0.065115,0.088932,0.065851,1.5402412595199606
141.41,5.7404,48.18,19.673,0.054612,1.1455,0.1239,0.065215,0.089482,0.066064,1.544772675990993
143.09,5.8332,46.045,19.672,0.05448,1.1552,0.12378,0.065698,0.088884,0.066215,1.5542841969524768
147.64,3.1253,47.904,19.913,0.054417,1.1636,0.12206,0.065849,0.088175,0.065869,1.5599661380576335
143.91,5.732,47.602,19.657,0.054532,1.1651,0.12357,0.065362,0.089225,0.066139,1.5639188109583335
