Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1184.4,0.20817,124.18,12.266,0.064375,0.1286,0.055621,0.31585,0.086599,0.068337,0.7193775789719914
1186.0,0.20547,121.46,14.763,0.063639,0.12941,0.05558,0.32373,0.084515,0.070685,0.7275598329222869
1158.7,0.2074,122.42,17.221,0.062903,0.12981,0.055647,0.32544,0.08423,0.070974,0.7290007300410032
1158.4,0.20778,122.42,17.214,0.062901,0.12981,0.055647,0.32567,0.084223,0.070981,0.7292335685800703
1157.9,0.20744,122.21,17.276,0.062891,0.12983,0.055647,0.32608,0.084222,0.07099,0.7296652679506266
1158.0,0.20765,122.1,17.152,0.062924,0.12982,0.055642,0.32632,0.084211,0.071,0.7299186810621952
1166.4,0.20713,121.51,17.291,0.06288,0.1299,0.055638,0.3264,0.084141,0.0711,0.7300626223916425
1151.6,0.2082,122.59,17.123,0.062932,0.12977,0.055648,0.32677,0.084263,0.070929,0.7303134660956975
1151.6,0.20824,122.57,17.121,0.062933,0.12977,0.055648,0.32679,0.084261,0.070931,0.7303303418773605
1164.0,0.20548,123.03,16.651,0.063062,0.12966,0.055651,0.32683,0.084301,0.070875,0.7303757308497381
