iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,993.9967672936566,847.9801693058996,701.3923489725693,26.432566995723874,573.2367489702397,973.9540566087137,143.8066172065448,14.142442585654662,1.1642472496611485,0.09270096756437773,1.1937548840956929
2,538.3778167986175,974.1847433749612,231.44525688347352,69.51550993920854,952.7033284270376,629.9198634027375,21.421465610906615,9.286056900699156,0.306391404634974,0.09776819744802792,0.33751198843705016
3,928.7874189944675,403.90941559253923,394.8278435628041,926.0561221184469,157.9088279397279,573.1888215292877,98.24406929913287,4.336984612821533,0.2789297321869885,0.09691439095182003,0.3097785409404338
4,383.57184631450696,694.3729567637591,775.4637018727683,662.5693606507784,436.34353928657913,868.5765751227678,255.53887254995217,1.2534230138301936,0.6624162521438322,0.12061397302882382,0.7008088721708119
5,17.466790797316417,554.5645442570499,653.4539414800206,854.8381951713048,215.7059538526771,522.5482710164636,53.81159823601482,13.976717697266478,0.10776179109379853,0.189325202533745,0.16802587476403802
6,465.73916924166684,315.057959715831,865.990043898747,983.7050225932428,739.0476900728446,759.2521867049531,341.51688663766157,5.735812811284316,2.399802442919245,0.09329560616161331,2.429499356697996
7,587.7538048634585,889.2006501309223,34.661460643896234,462.6047206819182,309.85187364129985,322.2135406700056,384.6313161275096,7.849964641047709,2.3366102481583777,0.09168715840885885,2.365795177116017
8,818.8252141401136,758.0053447632006,604.832690107231,430.3139193743757,22.488117076348978,915.4033836977045,310.95403335442154,3.2513143870197143,1.6246531608488237,0.09814148245438464,1.6558925649587874
9,670.7965973328887,97.08541449201606,896.0561494446765,693.1559845594701,658.6887799301945,414.1345522010987,361.25257631479997,17.686503089407356,2.623447363691855,0.15521938322277212,2.6728552278990136
10,286.5421028227961,126.93655952231097,174.97477646093876,166.28825924006475,492.3726684866615,103.08397394209837,411.1382374461855,17.477957845217908,2.49340958993178,0.17357932498306908,2.548661605111
11,724.2898949728564,588.4521033108559,454.6011624488741,353.76355322595407,901.8552015868839,136.34279444025958,240.28998462124866,11.158017506707333,1.7012056724365805,0.25165242707613894,1.781309127857061
12,323.8515622074568,37.452564511771236,338.1211841872361,585.1457690188611,68.36936649659117,273.75869320426995,465.5233192021666,19.674721228973443,2.7030066892870535,0.2275049084844553,2.775423750812994
13,218.60404623824016,461.2928697628559,514.5219064899817,795.1462706227431,329.2295376360348,57.22894901512772,195.3291272772048,15.419148291889524,1.039829606398094,0.15852245657572106,1.0902888715082868
14,93.06118194669655,203.36899343251343,265.715168155575,255.7332490031703,867.942294345967,749.9917888658392,89.31308581092891,5.831837014542729,0.3845312676928854,0.0956833607439847,0.4149882273609858
15,132.9964331013964,278.02784685001734,124.37771704356939,502.6811203772795,550.2756357829431,192.48026673198052,488.594014892343,12.238586017637589,3.100913735437611,0.1570432936633169,3.150902168369509
16,755.6834392456512,657.6494810830252,947.96579830246,228.460210350213,767.5623955531571,453.9228256036905,159.27786182447565,9.70115921925196,1.2694729929423267,0.09237001548763119,1.2988752820589895
17,4.1329,580.43,667.33,860.35,230.43,631.12,87.188,8.8923,0.3059027730833399,0.09252473211279963,0.33535431003135086
18,74.206,479.04,668.56,863.01,1.7036e-05,737.34,0.55188,11.36,0.435168001719243,0.24992004744237628,0.5147200235756734
