iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,3334.999897071576,5.7289481661536,392.77057071123534,8.593701842127647,8.817161113338917,0.18101007612730652,8.87477841006912
2,1503.0678044414356,0.3242635808140898,7.091298074861759,3.1025667878728775,0.3860521632692205,0.18528727405333936,0.44503093438444374
3,1120.9788425560482,8.187865213092707,232.93938228664382,18.43011438378773,3.080551547123922,0.19286138814826131,3.141941233634643
4,312.2987741092124,2.555650323986396,79.10409529465505,12.864727733917404,0.08981345873294908,0.172814068881945,0.14482188532971874
5,3916.177296793075,4.474578413372965,255.35038449700502,16.086259260308733,9.273445725215112,0.1742855328313891,9.328922533334152
6,2637.746906266969,7.380535542308499,177.86388907797775,13.110148383748436,7.168306915485823,0.15406855311309803,7.217348459091755
7,2108.4818295983127,2.3957095599172855,330.1959951466205,5.012642753985024,4.009339416053999,0.1980695898769875,4.072386924664213
8,748.8013458813824,9.884372958262288,475.39514484017906,5.849654652030415,2.8885574289834204,0.19632247837215294,2.95104881472938
9,37.719,6.5953,455.46,17.117,0.7227719789567046,0.2755253576160792,0.8104744241802271
10,1.43,2.3812,151.23,7.2813,0.6232486577719667,0.2738002716242024,0.7104019910697575
11,64.265,6.0279,109.63,9.352,0.4960865934688075,0.2691910401506676,0.5817727628208628
12,92.389,0.010655,202.11,1.1125,0.6767153205453906,0.137788167779161,0.7205746565486484
13,212.82,0.57926,243.85,3.6227,0.20979312150422763,0.2112776448165139,0.2770448845789515
14,2892.1,1.4453e-05,307.34,6.7665,0.31927101457809803,0.21459895538832907,0.38757998364291746
15,239.37,2.5401,85.101,8.132,0.21222280006412866,0.21085119578944647,0.27933882019758355
16,3684.3,3.8288,82.472,1.0418,3.478104305197411,0.13807541800163775,3.522055075786292
17,406.02,2.8275,73.406,12.814,0.19843206979960162,0.1799637708367967,0.25571631721186816
18,326.73,2.6499,74.491,12.787,0.08328438091618254,0.17037091363200257,0.1375151270434137
19,3836.1,0.019553,0.98599,19.649,0.9056847284935821,0.13413237971750203,0.9483803910150211
20,325.93,2.8445,79.206,12.274,0.09417265747490311,0.16582660212489259,0.1469569043235224
21,0.00055495,0.00038001,308.94,1.9887,0.32086718363829736,0.19205142927985713,0.38199905223380304
22,4.6051,0.65391,218.64,1.0547,0.6654058675156821,0.13892976133470133,0.7096285840336721
23,336.75,1.4289,97.113,11.34,0.13284191642273435,0.15885890084449225,0.18340827506982676
24,298.41,2.4052,102.58,8.0691,0.08560476558393289,0.17771583761445797,0.14217347362804802
25,326.03,1.0194,146.37,9.8691,0.09941490375840065,0.18499970727036047,0.15830213952366368
26,416.07,0.71116,151.35,9.86,0.09538902996314116,0.16899459058746225,0.14918167885871259
27,673.2,0.55878,133.36,9.9321,0.023083849627216595,0.17082713743659056,0.0774598163017605
28,643.44,0.56664,130.84,10.042,0.03406133425959781,0.1701302041259005,0.08821546017133827
29,703.77,0.51813,132.38,10.093,0.029313055606134293,0.18004316877152604,0.08662257616596777
30,659.76,0.56864,146.55,9.2669,0.017212702203579257,0.16325818013220406,0.06917939494003393
31,597.6,0.62992,143.89,9.2793,0.016393817851765444,0.1594116181485951,0.06713611188101866
32,752.76,0.59486,147.72,9.9888,0.09372474680281144,0.16462118957776295,0.14612529892074938
33,568.7,0.65795,147.78,10.717,0.02601032627741803,0.18792318379485992,0.08582813352245547
34,487.67,0.89855,139.87,10.265,0.046749601293489255,0.158569722127767,0.09722391149617407
35,555.94,0.64817,149.54,10.587,0.02104016854588876,0.18552012983081034,0.08009305995713607
36,647.01,0.62584,133.7,8.8796,0.02063126587595298,0.15573958587737363,0.07020471573089047
37,576.33,0.6617,147.24,8.5382,0.028720019898293727,0.17111412054984554,0.08318733613495449
38,603.46,0.6568,140.99,9.5155,0.021672290489445085,0.16581260941539167,0.07445208332029574
39,614.4,0.60003,142.41,8.6766,0.01968319025460009,0.16069452105576387,0.07083384496221905
40,600.83,0.63173,140.58,8.6565,0.018585911769271227,0.15983640528809367,0.06946341974455056
41,645.64,0.6283,135.41,8.7057,0.01927893487728318,0.15661476397282084,0.06913096257217302
42,682.52,0.57355,141.2,9.0836,0.01751995095889223,0.17019936322487397,0.07169609089555551
43,609.9,0.62428,141.14,9.0797,0.01773535362080898,0.15552927420255797,0.06724185919047278
44,600.95,0.66072,139.8,9.1675,0.0201816583598651,0.16273324993731692,0.07198126062573082
45,676.8,0.53902,146.53,8.6074,0.0201281255642093,0.18115066193321538,0.07779017214628944
46,619.55,0.63247,135.67,8.8197,0.019755231506053284,0.15599542726239496,0.06941011820313803
47,609.84,0.6287,140.23,8.5631,0.018199691779313798,0.16054515873893327,0.06930280298486226
48,657.48,0.61412,134.79,8.6384,0.019187901738331358,0.15773138991538949,0.06939536250991009
49,748.17,0.49151,143.67,8.1338,0.01311894515897146,0.18018840971394212,0.07047469734665462
50,637.26,0.62993,135.1,8.884,0.020045673323152817,0.15540468226688509,0.06951252004795316
51,641.13,0.64069,132.89,8.6133,0.021297353301609288,0.15850987156320828,0.07175261247790139
52,662.66,0.57244,144.15,8.5404,0.017048317715741154,0.16486934082890553,0.06952785883018667
53,637.1,0.63261,134.73,8.8443,0.02022672325444744,0.15564556520521694,0.06977024539993182
54,637.28,0.62411,134.39,8.7086,0.019581667559004205,0.15660146885138387,0.06942946328530265
55,674.23,0.58336,136.23,8.7784,0.01749986753802499,0.16758728116492694,0.07084455593148381
56,682.99,0.58645,139.33,8.98,0.0199963668934485,0.1674786286057902,0.07330647010317493
57,634.29,0.58811,140.63,8.8871,0.017733417579779292,0.1628383106821735,0.06956646171938269
58,634.54,0.63355,137.59,9.0666,0.02055534703359998,0.15476387107295142,0.069818217220194
59,668.23,0.61158,133.65,9.0367,0.020336943780636444,0.15940056482449644,0.07107571942755385
60,694.5,0.50599,144.1,8.4629,0.021378793598440794,0.1813818364090462,0.07911442530161124
61,559.49,0.67467,147.87,8.3979,0.030571856558782515,0.1824167171080617,0.08863690101947039
62,736.36,0.48329,145.93,8.1888,0.010140733603112373,0.18097567056113795,0.06774707870146339
63,651.55,0.59208,138.32,8.8059,0.017254097063385647,0.16239847396774792,0.06894713682848078
64,660.15,0.5826,137.47,8.7472,0.017380987796991265,0.166158271016077,0.07027080813261419
65,681.56,0.50994,143.6,8.2131,0.017295364224883356,0.17834157287414104,0.07406324998828939
66,648.23,0.58419,141.02,8.4414,0.01646364935242843,0.16160486605337368,0.06790407587262454
67,668.1,0.57928,140.91,8.6343,0.016164717412315854,0.16448429971745082,0.06852169613439814
68,760.59,0.49865,138.75,8.281,0.014041479931191569,0.18182805772077773,0.07191914828931205
69,801.45,0.42784,150.36,8.1634,0.01601425630302328,0.1989194072398609,0.0793322701812905
70,662.53,0.58107,140.39,8.7182,0.01570052424154857,0.166557250281947,0.06871734362188026
71,693.3,0.5895,133.39,8.6006,0.019097477922568853,0.163022490517837,0.07098914832469964
72,666.66,0.56903,139.54,8.9159,0.016080131147726925,0.1735847041752712,0.07133385857700447
73,613.83,0.61655,141.16,8.4149,0.018872417563082628,0.16487384269378497,0.07135339166562553
74,663.16,0.55815,146.25,8.5824,0.01998329304971801,0.17143098757770128,0.07455147119395095
75,673.71,0.57136,140.73,8.8129,0.01613975051937885,0.172628331704039,0.07108905513618917
76,617.11,0.6175,140.79,9.0837,0.01733346993130005,0.15547416588712015,0.06682243397934906
77,628.38,0.64793,134.59,9.0245,0.021923939724773543,0.15584543077244856,0.07153108105621547
78,693.63,0.56417,139.96,8.3037,0.015606645487444087,0.1653392873323983,0.06823577521992885
79,492.14,0.72116,155.2,11.157,0.045454423420046436,0.19515444809240856,0.1075740135806015
80,603.38,0.66436,141.18,9.2867,0.02192007143642122,0.16457350393594997,0.07430544474314109
81,631.36,0.62537,135.94,8.5531,0.01900976833404279,0.15847824616536532,0.06945496083354699
82,612.69,0.59886,144.06,9.6064,0.013426738131491978,0.16081301843418216,0.06461511172614834
83,624.1,0.55031,142.12,9.0917,0.02479993023733071,0.17630247316730874,0.08091875040513757
84,497.31,0.77136,143.58,10.325,0.027551207568050674,0.16544003772931837,0.08021240714791204
85,627.72,0.62019,138.8,8.9308,0.01810694758806478,0.15575182728266507,0.06768429400332732
86,690.53,0.53738,144.82,8.355,0.014761070125464588,0.16992884463987007,0.06885110132212469
87,662.57,0.57465,139.91,8.8326,0.01647169917057554,0.1702246350492761,0.07065588337878792
88,649.84,0.572,145.83,8.257,0.014917217394975691,0.1715416128592896,0.06952060866000005
89,622.04,0.62099,140.33,9.0065,0.01770676338709484,0.15555667145519453,0.06722198977312713
90,657.84,0.56725,144.39,8.8118,0.017051286275415148,0.17389580450357442,0.07240404001478665
91,765.41,0.48478,145.07,8.0345,0.023850209216900564,0.1842428477837995,0.08249652912513926
92,658.68,0.58097,137.56,8.5847,0.01789380767180436,0.1621152033693538,0.06949667960496544
93,608.47,0.75197,134.68,8.7887,0.04416181137859257,0.17094209562095977,0.09857437037971895
94,686.84,0.52886,139.24,8.658,0.021212742456240514,0.1842316176445658,0.0798554877001379
95,627.84,0.62853,139.4,8.9351,0.01909855015527143,0.15556767988220738,0.06861728063245325
