Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3757.3,0.099375,160.16,3.3368,0.24137,0.043704,0.22097,0.063494,0.097856,0.11475,0.08601,0.11826,0.13666,1.1230770542150583
3741.8,0.097834,159.95,3.3499,0.2478,0.043738,0.22092,0.063133,0.097828,0.11464,0.085725,0.11835,0.13661,1.1287512057571787
3756.6,0.099297,161.41,3.3272,0.2487,0.043683,0.22097,0.063722,0.097865,0.11483,0.086164,0.11817,0.1367,1.1308071498507861
3763.7,0.09808,159.06,3.3748,0.25109,0.04376,0.22087,0.062623,0.097807,0.11457,0.085388,0.11848,0.13653,1.131118997536369
3463.6,0.1058,158.73,3.4308,0.25531,0.044004,0.22069,0.061233,0.097525,0.11404,0.084249,0.11887,0.13642,1.1323383957951567
3425.8,0.10718,158.06,3.431,0.25644,0.044024,0.22069,0.061195,0.097503,0.11398,0.084211,0.11891,0.13642,1.1333680176749368
3466.2,0.1058,157.41,3.458,0.25749,0.044044,0.22064,0.060648,0.097529,0.11392,0.083853,0.11904,0.13633,1.1334957917646813
3463.4,0.10506,158.73,3.3283,0.25416,0.043896,0.22099,0.063394,0.097622,0.11432,0.085747,0.11846,0.1367,1.1352968887806016
3484.1,0.105,158.05,3.4681,0.26037,0.044041,0.22061,0.060459,0.09754,0.11393,0.083724,0.11906,0.1363,1.1360297668109671
3463.1,0.10501,158.13,3.4682,0.26167,0.044054,0.2206,0.060431,0.097526,0.1139,0.083689,0.11906,0.13631,1.1372311204419507
