Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
1.1652,0.24042,129.09,19.76,0.23013,0.14227,0.1149,0.076861,2.039,0.10932,0.094425,0.22434,0.049616,3.080887165091787
1.1091,0.23663,129.65,19.5,0.23014,0.14226,0.11489,0.076935,2.0479,0.10963,0.094442,0.22443,0.049706,3.0903103295320506
1.1177,0.23583,126.4,19.919,0.23037,0.14246,0.11489,0.076929,2.0654,0.10952,0.094472,0.22433,0.049654,3.1080022632901763
0.34729,0.15083,74.608,19.95,0.23636,0.14249,0.11544,0.079544,2.0965,0.11584,0.095584,0.22408,0.049323,3.15520951277464
1.0881,0.25036,119.99,19.407,0.23145,0.14173,0.11515,0.076942,2.2451,0.10979,0.094369,0.224,0.049216,3.2877111994792347
1.1236,0.23577,123.07,19.916,0.23133,0.1425,0.11493,0.076976,2.2625,0.1097,0.094589,0.22436,0.049603,3.3064755251617566
1.1209,0.24714,127.26,19.92,0.22897,0.14201,0.11498,0.076757,2.2858,0.10893,0.094155,0.22394,0.049349,3.3248634249979294
262.7,1.7029,119.47,19.99,0.25068,0.13485,0.11526,0.086038,2.3232,0.099429,0.097411,0.22699,0.055029,3.388931308954088
257.16,1.7065,119.41,19.993,0.25167,0.13499,0.1152,0.086386,2.3279,0.099623,0.097526,0.22709,0.05545,3.3958674972833376
264.11,1.6825,119.58,19.994,0.25003,0.13477,0.11546,0.08551,2.3376,0.099211,0.097252,0.22678,0.05445,3.4010455602090435
