Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
606.49,0.47053,119.8,6.9588,0.12685,0.09342,0.029367,0.25996,0.35519,0.11458,0.59563,0.029164,0.13288,1.7370412587585549
604.09,0.46714,120.81,6.9683,0.12684,0.09344,0.029213,0.25998,0.35787,0.11459,0.59373,0.029213,0.13289,1.7377820601601195
608.82,0.46664,120.4,6.9609,0.12686,0.093421,0.029314,0.25997,0.35092,0.11459,0.60222,0.029182,0.1329,1.739362222039254
604.44,0.46876,120.9,6.9712,0.12683,0.093427,0.029214,0.25999,0.35336,0.11459,0.60022,0.029209,0.13288,1.7397090647611222
597.95,0.47046,120.97,6.9737,0.12682,0.093462,0.029145,0.25998,0.37508,0.11459,0.57898,0.029237,0.13288,1.740180843887614
595.9,0.47473,122.33,6.9674,0.12684,0.093478,0.029178,0.25996,0.37595,0.11459,0.57871,0.029281,0.13287,1.7408686256810941
595.74,0.47006,122.49,7.0007,0.12675,0.093453,0.02889,0.26003,0.35174,0.11461,0.60411,0.02929,0.13285,1.7417342756369287
605.4,0.46823,120.91,6.9721,0.12682,0.093421,0.029211,0.25999,0.35225,0.1146,0.60389,0.029206,0.13288,1.7422646663118289
595.29,0.46768,124.0,6.9672,0.12687,0.093528,0.029036,0.25996,0.39035,0.1146,0.5679,0.029358,0.13293,1.7445321944946173
609.63,0.46062,120.61,6.9523,0.1269,0.093456,0.029307,0.25995,0.36756,0.11459,0.59165,0.029203,0.13296,1.7455738283690443
