Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1993.9,0.11513,126.28,20.0,0.13034,0.21019,0.055885,0.084283,0.071097,0.062076,0.6138680122483389
1993.9,0.11513,126.29,20.0,0.13034,0.21019,0.055885,0.084284,0.071096,0.062076,0.61387045520816
1993.8,0.11513,126.3,20.0,0.13034,0.21019,0.055885,0.084284,0.071095,0.062076,0.6138707756686352
1980.0,0.11567,126.32,20.0,0.13031,0.21026,0.055879,0.084295,0.071076,0.062085,0.6139049346893404
1988.9,0.11644,125.61,20.0,0.13041,0.21024,0.055878,0.084227,0.071176,0.062062,0.6139950541505101
1993.9,0.11508,126.23,19.995,0.13034,0.21034,0.055884,0.084283,0.071099,0.062077,0.6140203762008324
2000.0,0.11497,126.06,20.0,0.13037,0.21039,0.055885,0.084269,0.071122,0.062071,0.6140994910540499
1994.3,0.11518,126.4,19.998,0.13034,0.21048,0.055886,0.084287,0.07109,0.062074,0.6141576958498257
1999.8,0.11482,126.42,19.999,0.13034,0.21051,0.055889,0.084289,0.071089,0.062073,0.6141943566897211
2000.0,0.11516,125.94,19.968,0.13038,0.2105,0.055884,0.084262,0.071134,0.062072,0.6142224875460115
