Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1581.2,0.16713,122.72,4.7478,0.10981,0.056927,0.10384,0.3283,0.13866,0.033302,0.25154,0.11361,0.1386,1.2745867611434079
1570.6,0.17103,122.64,4.6451,0.10998,0.05899,0.10494,0.32401,0.13927,0.033947,0.25086,0.11348,0.13954,1.27502314739383
1562.8,0.16724,123.44,4.7774,0.10971,0.056248,0.10353,0.33164,0.13849,0.033167,0.25176,0.11367,0.13827,1.2764791622027047
1580.9,0.16711,123.8,4.6858,0.10992,0.058088,0.10459,0.32782,0.13909,0.033759,0.25109,0.1135,0.13913,1.2769874478355296
1578.2,0.1672,123.79,4.6809,0.10993,0.058169,0.10463,0.3293,0.13912,0.03379,0.25106,0.1135,0.13917,1.2786726136723137
1604.5,0.16389,123.4,4.763,0.10988,0.056636,0.10378,0.33344,0.13861,0.033257,0.25159,0.11361,0.13847,1.2792750019712897
1604.7,0.16395,123.32,4.7591,0.10989,0.056717,0.10382,0.33394,0.13863,0.033277,0.25156,0.1136,0.13851,1.2799527979093552
1598.2,0.16453,123.39,4.7866,0.10978,0.056172,0.1035,0.33565,0.13844,0.033105,0.25177,0.11366,0.13825,1.280322702907339
1608.7,0.16348,123.23,4.7788,0.10985,0.056353,0.10361,0.33571,0.13851,0.033149,0.2517,0.11363,0.13834,1.2808515980172004
1605.0,0.16443,123.44,4.7638,0.10986,0.056637,0.10377,0.33514,0.13859,0.033248,0.2516,0.11361,0.13847,1.2809194444128624
