iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.6083007212811756,0.21608531966166888,0.6770828147886695
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.2723039233448489,0.15132724681526477,0.3204728820551222
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5890467835653491,0.17491837489747258,0.6447250315704173
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.3197320637261809,0.13561395540516302,0.362899326436132
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16243101490597434,0.15509676576234188,0.2117998487632594
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.09872419544223679,0.16264821905695195,0.15049673153825144
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.027246153098248405,0.10100359546285106,0.05939659607418216
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.04961006327295729,0.10198149253629726,0.08207178055503916
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.0994494472627966,0.10152307894703994,0.1317652469674569
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.06856956394698066,0.0999185270543087,0.10037461892128968
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.018314750434441453,0.10058401670323927,0.05033163734315805
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.046092389809450254,0.10075503193041832,0.0781637125556659
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.026063703143777706,0.09951422495344561,0.05774006476237712
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.01129645502824045,0.10085696864393016,0.04340022523813201
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.013075936797122252,0.10089961852708668,0.04519328288646711
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.1941849174810845,0.10201813762893011,0.22665829925843153
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.01529420780963855,0.10122733020059349,0.047515867764478456
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.016149923402752876,0.10094298337561822,0.048281072952098186
