Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
648.07,0.45789,118.99,4.7973,0.13809,0.10409,0.055791,0.25181,0.53207,0.11356,0.11037,0.033489,0.13875,1.4780165610971634
648.24,0.45543,118.68,4.8203,0.13788,0.10392,0.055337,0.25189,0.53771,0.11356,0.11007,0.033373,0.13867,1.482402735618053
648.25,0.45663,118.69,4.8295,0.13779,0.10385,0.055157,0.25193,0.54298,0.11355,0.10992,0.033324,0.13864,1.4871376795680062
655.85,0.43992,121.12,4.8149,0.13783,0.104,0.055285,0.25179,0.54882,0.11354,0.11044,0.033495,0.13868,1.493863951428628
648.73,0.45015,118.67,4.8223,0.13785,0.1039,0.055264,0.25188,0.54981,0.11357,0.11013,0.033374,0.13868,1.4944740896518371
650.58,0.44349,117.32,4.7603,0.13846,0.1043,0.056468,0.25167,0.55108,0.11361,0.11074,0.033634,0.13889,1.4988566919560957
647.2,0.45544,118.53,4.8384,0.13771,0.10378,0.054972,0.25196,0.55629,0.11356,0.10989,0.033282,0.13861,1.5000547404605942
639.15,0.4625,118.72,4.8162,0.13794,0.10391,0.055385,0.25192,0.5567,0.11359,0.11017,0.033389,0.13873,1.5017471095049264
648.26,0.45492,117.59,4.8348,0.13777,0.1038,0.055089,0.25196,0.55898,0.11356,0.1098,0.03327,0.13863,1.5028558660240372
654.49,0.48129,116.0,4.8127,0.13801,0.10396,0.055818,0.25196,0.56362,0.11352,0.10929,0.033249,0.13858,1.5080051267468066
