Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
419.0,0.66561,117.61,9.6202,0.066731,0.12182,0.063313,0.22148,0.05488,0.0897,0.6179265763866755
433.68,0.66257,115.46,9.5609,0.066559,0.1229,0.063566,0.24127,0.054912,0.089667,0.6388798457332556
423.64,0.66322,118.29,9.5732,0.066705,0.12194,0.063281,0.24386,0.054892,0.089756,0.6404369192556901
439.26,0.64956,116.45,9.5038,0.066555,0.12299,0.063539,0.24354,0.054916,0.089732,0.6412745503559082
433.6,0.65915,115.58,9.6795,0.066547,0.12254,0.063623,0.26082,0.054898,0.089504,0.6579354520568538
444.15,0.63511,115.61,9.5417,0.066514,0.12321,0.063694,0.27075,0.054907,0.089629,0.6687037392345563
464.52,0.63046,116.62,9.353,0.066385,0.12404,0.063651,0.27756,0.054957,0.089829,0.6764170026842127
435.36,0.66453,116.42,9.6,0.066546,0.12262,0.063518,0.28079,0.054915,0.089629,0.6780191660878836
464.54,0.63323,115.47,9.3555,0.066361,0.12427,0.063726,0.28139,0.054954,0.089805,0.6805030994930064
465.78,0.63704,113.95,9.4812,0.066293,0.12428,0.063909,0.2835,0.054946,0.089594,0.6825234922024671
