Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
723.25,0.40631,117.67,12.613,0.063801,0.12818,0.066766,0.23625,0.055746,0.088091,0.6388331766273552
723.75,0.41162,115.72,12.58,0.063772,0.12831,0.066845,0.23973,0.055731,0.088069,0.6424538838487569
728.08,0.40937,117.94,12.41,0.063845,0.12813,0.066591,0.24623,0.055751,0.088219,0.648764596302117
701.06,0.41379,118.27,12.373,0.063983,0.12809,0.066773,0.2514,0.055701,0.088044,0.6539890283660558
717.16,0.40825,115.96,13.041,0.063617,0.12832,0.067111,0.25345,0.055734,0.087832,0.6560695027153088
684.94,0.42321,118.81,12.429,0.063972,0.12806,0.066892,0.25581,0.055689,0.087908,0.6583265516940978
721.74,0.40702,116.88,13.248,0.063517,0.12829,0.067129,0.25607,0.055763,0.087791,0.6585569645923917
742.1,0.38822,120.1,12.569,0.063815,0.12792,0.066396,0.25754,0.055787,0.088297,0.6597504544278445
708.86,0.40788,117.68,12.643,0.063854,0.12816,0.066884,0.26199,0.055713,0.087978,0.664585029467049
648.21,0.44552,117.88,12.617,0.063933,0.12812,0.067299,0.26457,0.055611,0.087548,0.6670848100867351
