Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1472.1,0.17819,126.78,3.9472,0.27509,0.07226,0.039674,0.1438,0.1141,0.24589,0.1094,0.1454,0.11251,1.2581329802715342
1430.7,0.18359,126.23,3.9578,0.27581,0.071938,0.039522,0.14348,0.11394,0.24597,0.11,0.14523,0.11253,1.2584193002609858
1471.1,0.17831,126.75,3.9901,0.28212,0.071118,0.039209,0.14358,0.11359,0.24614,0.10896,0.14499,0.11249,1.2621975394586726
1462.5,0.17546,129.26,4.0415,0.29015,0.069691,0.038759,0.14338,0.11312,0.24636,0.10794,0.14458,0.11251,1.266493642349786
1470.3,0.17769,127.06,4.0179,0.28879,0.070272,0.038938,0.14347,0.11332,0.24627,0.10875,0.14472,0.11247,1.2669952048567819
1430.5,0.18362,128.08,3.9315,0.29156,0.072534,0.03987,0.14361,0.11429,0.24579,0.11011,0.14545,0.11254,1.2757592562131819
1472.0,0.18074,126.52,3.9349,0.29349,0.07257,0.039778,0.14378,0.11421,0.24583,0.10948,0.14547,0.1125,1.2770984674824304
1431.7,0.17986,126.27,4.212,0.31887,0.066222,0.037077,0.14203,0.11147,0.24732,0.099155,0.14346,0.11268,1.2782784883453029
1420.5,0.1836,126.25,3.9249,0.30001,0.072646,0.0399,0.14359,0.11437,0.24577,0.11043,0.14551,0.11254,1.284763096867179
1327.4,0.18886,131.96,3.9473,0.30563,0.072054,0.039868,0.14339,0.1143,0.2458,0.11155,0.14542,0.11269,1.290695107873554
