Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1801.6,0.13171,125.96,15.913,0.070476,0.084853,0.13055,0.16715,0.062738,0.056034,0.5717916052590295
1801.3,0.13141,125.78,15.974,0.070435,0.0849,0.13046,0.16936,0.062746,0.056013,0.5739123273675437
1812.7,0.13222,126.31,15.475,0.070492,0.08475,0.13099,0.17062,0.062765,0.056143,0.575768460382389
1807.5,0.13195,126.55,15.755,0.070498,0.084793,0.13073,0.17791,0.062725,0.056085,0.5827381273915413
1798.7,0.13122,125.73,15.9,0.070455,0.08487,0.13053,0.1783,0.062761,0.056028,0.5829400956264381
1817.6,0.1311,126.94,15.575,0.070436,0.084785,0.13086,0.17853,0.062748,0.05613,0.5834890756315988
1801.4,0.13282,126.02,16.216,0.070259,0.085051,0.13007,0.18255,0.062704,0.055961,0.5866001643121896
1719.6,0.13516,128.09,15.683,0.070287,0.084969,0.1304,0.18438,0.062743,0.056086,0.5888672559777222
1820.0,0.13267,124.42,15.714,0.070697,0.084668,0.13094,0.18424,0.062746,0.056073,0.589367046224146
1783.3,0.13125,125.91,16.046,0.070282,0.085018,0.1302,0.18551,0.062792,0.055974,0.5897721397026943
