Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
3273.9,0.094209,141.99,4.2147,0.11377,0.1736,0.059938,0.14746,0.57895,0.069498,0.79118,0.12129,0.14257,2.198249530818226
3338.4,0.098942,141.01,4.2657,0.1141,0.17317,0.059839,0.14772,0.55764,0.069367,0.88488,0.12121,0.14077,2.2686979171170445
3411.7,0.098755,140.06,4.3371,0.1141,0.17277,0.059917,0.14747,0.59081,0.069234,0.88587,0.12136,0.14035,2.3018724122741516
3529.3,0.094324,149.41,4.5828,0.11366,0.17132,0.05998,0.14659,0.64386,0.068697,0.85652,0.12183,0.1403,2.3227584221562734
3246.7,0.089823,145.82,4.2798,0.11349,0.17321,0.060067,0.1468,0.61131,0.069291,0.89571,0.12161,0.14346,2.3349551432408946
2576.3,0.080409,145.23,3.451,0.11223,0.17951,0.059123,0.15109,0.56221,0.071671,0.93014,0.11942,0.1552,2.3405834448720615
3061.8,0.079255,149.61,3.6732,0.11211,0.17765,0.059231,0.15053,0.46609,0.071572,1.0598,0.11908,0.15163,2.367696238441947
3582.5,0.10396,144.97,5.0114,0.11467,0.16858,0.060876,0.14446,0.69129,0.067218,0.87303,0.12354,0.13512,2.378784372811087
3228.7,0.10312,149.9,5.1987,0.11521,0.16706,0.061951,0.14199,0.78495,0.066044,0.7857,0.12532,0.13397,2.3821967020543524
3330.5,0.077742,149.66,3.2162,0.1113,0.18172,0.059002,0.15585,0.42328,0.074281,1.1267,0.11554,0.15556,2.4031815818286395
