Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
619.55,0.63247,135.67,8.8197,0.15957,0.11915,0.12576,0.057232,0.14015,0.12042,0.43828,0.070323,0.20904,1.4399344887366048
624.76,0.63191,135.66,8.9061,0.15942,0.11934,0.12551,0.057054,0.14029,0.11921,0.44135,0.070492,0.20813,1.4407856963371428
624.98,0.64237,135.6,8.8117,0.15952,0.11923,0.12579,0.057275,0.14012,0.12007,0.44055,0.070341,0.20891,1.4417990696393312
628.17,0.63408,134.45,8.8768,0.15944,0.11945,0.12562,0.057138,0.14027,0.11885,0.44776,0.070549,0.20767,1.4467552054867854
624.94,0.63245,135.64,8.7429,0.15966,0.11911,0.12603,0.057408,0.13999,0.12095,0.43422,0.07023,0.22171,1.4493096346808372
619.85,0.62954,134.96,8.9127,0.15944,0.11935,0.1255,0.057029,0.14035,0.11917,0.45071,0.070541,0.20859,1.4506740159471785
626.7,0.63834,135.77,8.8892,0.15941,0.11934,0.12555,0.057105,0.14025,0.11924,0.45374,0.070467,0.20596,1.451061809955736
617.25,0.63184,135.93,8.8468,0.15955,0.11913,0.12567,0.057165,0.14019,0.1204,0.45225,0.070335,0.20657,1.4512587170288789
624.82,0.63198,135.53,8.7314,0.15968,0.1191,0.12608,0.057432,0.13997,0.12104,0.43574,0.070218,0.22416,1.453425340857517
616.77,0.63194,134.61,8.8982,0.15947,0.11933,0.12554,0.057059,0.14035,0.11931,0.45554,0.070536,0.2063,1.4534333445379952
