Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1179.9,0.44641,183.19,1.7968,0.46409,0.18766,0.10581,0.10195,0.080469,0.18152,0.23362,0.065086,0.028729,1.448923724132336
1177.6,0.44655,183.2,1.7967,0.46432,0.18767,0.10581,0.10195,0.080467,0.18152,0.23362,0.065081,0.02873,1.4491635490840094
1179.3,0.44589,183.24,1.7966,0.46472,0.18767,0.1058,0.10195,0.08047,0.18152,0.23362,0.065089,0.028732,1.4495767935671724
1175.6,0.44626,183.84,1.7964,0.46496,0.18767,0.1058,0.10197,0.080471,0.18154,0.23362,0.065111,0.028738,1.449872240516504
1180.0,0.44574,182.92,1.7976,0.46526,0.18766,0.10581,0.10194,0.080461,0.18149,0.23362,0.065049,0.02873,1.4500135065881963
1175.8,0.4478,183.87,1.7908,0.46481,0.1877,0.10579,0.10203,0.080517,0.18167,0.23366,0.065279,0.028727,1.450187141337206
1176.3,0.45137,181.46,1.7983,0.46601,0.18766,0.10583,0.10191,0.080443,0.18141,0.2336,0.064968,0.0287,1.4505305204894028
1176.5,0.44617,183.07,1.7967,0.46605,0.18767,0.10581,0.10195,0.080466,0.18151,0.23362,0.06507,0.028731,1.4508797950626522
1183.5,0.44942,182.74,1.7896,0.46555,0.18769,0.1058,0.10202,0.080528,0.18168,0.23367,0.065294,0.028705,1.4509353232642428
1181.1,0.44632,182.91,1.7932,0.46666,0.18769,0.1058,0.10198,0.080498,0.1816,0.23365,0.065179,0.028722,1.4517750030732368
