Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1201.0,0.19694,124.55,18.972,0.062421,0.13017,0.055736,0.16286,0.084271,0.070833,0.5662868736833332
1209.4,0.19577,124.64,18.972,0.062416,0.13018,0.055739,0.16287,0.084259,0.070846,0.5663062935382848
1201.1,0.19666,124.57,19.0,0.062417,0.13017,0.055736,0.16356,0.084273,0.07083,0.5669837281048269
1195.6,0.19802,124.84,19.34,0.062344,0.13024,0.055735,0.16374,0.08425,0.070867,0.5671729110279263
1196.1,0.1985,124.23,19.288,0.062351,0.13028,0.055734,0.16388,0.084223,0.07092,0.5673860136819406
1180.6,0.20006,124.96,19.331,0.062354,0.1302,0.05573,0.16403,0.084283,0.070819,0.5674150790718873
1191.9,0.19785,124.91,19.333,0.062353,0.13021,0.055733,0.16403,0.084271,0.070834,0.5674290014960739
1167.2,0.20717,123.65,14.654,0.063341,0.1293,0.055764,0.16415,0.084817,0.070104,0.5674815125773598
1201.1,0.19711,124.81,19.424,0.062325,0.13027,0.055736,0.16406,0.084236,0.07089,0.5675112834961985
1191.4,0.19975,123.96,19.11,0.062385,0.13026,0.055733,0.1643,0.084228,0.070914,0.5678220191408236
