evals,errors
1000,4.731161430439624
2000,4.731161430439624
3000,3.886064580222881
4000,3.771588466677255
5000,3.2240755185931573
6000,3.2240755185931573
7000,2.9270578397060487
8000,2.9270578397060487
9000,2.8058637179730987
10000,2.8058637179730987
11000,2.8058637179730987
12000,2.8058637179730987
13000,2.8058637179730987
14000,2.7295423178665454
15000,2.7295423178665454
16000,2.7295423178665454
17000,2.5868336050433642
18000,2.5868336050433642
19000,2.5868336050433642
20000,2.5868336050433642
21000,2.5868336050433642
22000,2.5868336050433642
23000,2.5868336050433642
24000,2.5868336050433642
25000,2.5868336050433642
26000,2.5868336050433642
27000,2.5868336050433642
28000,2.5629801689580387
29000,2.5629801689580387
30000,2.4952874877056637
31000,2.4952874877056637
32000,2.4539792584855316
33000,2.4539792584855316
34000,2.4539792584855316
35000,2.4539792584855316
36000,2.4539792584855316
37000,2.4539792584855316
38000,2.4539792584855316
39000,2.4539792584855316
40000,2.4539792584855316
41000,2.4539792584855316
42000,2.430939258357411
43000,2.430939258357411
44000,2.430939258357411
45000,2.430939258357411
46000,2.430939258357411
47000,2.430939258357411
48000,2.430939258357411
49000,2.430939258357411
50000,2.430939258357411
