Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
917.95,2.6804,188.86,1.896,0.0,0.0
922.34,2.7599,188.27,1.8722,0.0,0.0
902.9,2.7443,187.5,1.932,0.0,0.0
913.39,2.7362,190.66,1.8947,0.0,0.0
911.13,2.7199,186.13,1.8923,0.0,0.0
927.73,2.7415,190.4,1.8531,0.0,0.0
915.36,2.6799,190.59,1.8476,0.0,0.0
912.74,2.7037,186.61,1.8542,0.0,0.0
910.76,2.7394,189.84,1.8998,0.0,0.0
871.82,2.71,144.35,3.3106,0.0,0.0
