Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1799.7,0.1357,125.0,6.8075,0.067871,0.054607,0.090872,0.063819,0.19589,0.12996,0.6030231412621658
1800.1,0.13552,124.97,6.8474,0.067825,0.054621,0.090762,0.063918,0.19708,0.12994,0.6041459371227648
1794.2,0.13632,124.96,6.8441,0.067825,0.054614,0.090693,0.063971,0.19735,0.12995,0.604399093356675
1798.8,0.13581,124.36,6.8184,0.067834,0.054623,0.090783,0.06391,0.20053,0.13004,0.607716653819265
1820.2,0.13346,125.17,6.8208,0.067863,0.054632,0.09111,0.06364,0.20129,0.12991,0.6084514888837689
1967.7,0.12561,125.57,6.5984,0.068001,0.054801,0.093622,0.061823,0.20011,0.13018,0.60853561922141
1966.9,0.12566,125.57,6.6556,0.067923,0.054818,0.093396,0.061998,0.20117,0.13015,0.6094548626798092
1795.7,0.13476,125.48,6.9036,0.067807,0.054615,0.090611,0.064024,0.20307,0.12979,0.6099144519477021
1975.9,0.12463,125.77,6.6684,0.067918,0.05483,0.093485,0.061937,0.20172,0.13011,0.6099966045416999
1813.8,0.13486,125.8,6.8523,0.067829,0.054628,0.090959,0.063754,0.203,0.12985,0.6100257009530103
