iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,2127.6698242192856,7.36173353198117,112.23605453326513,8.179394385876458,5.426414568895197,0.16310671578718614,5.478333049033228
2,2757.0612773776907,7.662014587324668,346.15778534186603,7.7670042584359456,7.415113652785933,0.12707024187020488,7.455561367012985
3,3856.132714467851,9.876659249233642,441.99546381574777,14.401113773477984,10.663543586939294,0.15869490638272854,10.714057744527928
4,3008.3243986320945,0.04891133961505631,265.0234648762724,11.725823067728957,8.615288552989169,0.11099001620133414,8.650617772413753
5,709.8231566022764,4.950075457973241,403.0407799169341,18.596753919529732,0.31054510992895634,0.17406186367018645,0.3659507219427519
6,1063.1209860065157,2.303025094410813,39.10561858754961,17.326850954258017,0.8408664403962298,0.19910123322093068,0.9042423312818366
7,1772.1004248951715,3.284824478508855,157.4451408287061,4.167263227939086,1.8775866327206943,0.1918551451876272,1.9386560221491425
8,399.4096449005349,5.593783385695824,240.75578640625716,2.7782377551521282,2.344986245283481,0.20101713178223765,2.408971985622077
9,787.62,0.087452,30.634,1.149,1.573840158730299,0.2098326111467781,1.6406319533020777
10,3226.2,0.12937,112.33,18.89,1.4356241071836917,0.14231574252712753,1.4809246149896633
11,3834.7,0.029199,283.77,1.3203,3.32293304770907,0.15793149465362993,3.3732042037971026
12,3714.5,0.026062,56.822,18.73,0.7169500653886324,0.19956353295380175,0.7804731108495921
13,200.08,9.4532,53.229,1.6657,0.5766069953259975,0.2140470280707267,0.6447402804691691
14,3293.7,0.10844,94.432,11.72,0.8699201585895388,0.19153945931586316,0.930889062084076
15,3898.4,0.10863,142.84,19.237,0.7550938126618438,0.1658541175869392,0.8078868179540555
16,33.555,2.6421,465.27,19.288,0.1738601330157735,0.13514037371153642,0.2168766499907276
17,54.68,5.1707,495.63,19.868,0.21128807836376404,0.19320917965434323,0.2727884703492016
18,517.32,2.7117,327.24,19.812,0.5163017396017161,0.1312985731233078,0.5580953734686903
19,585.01,2.6865,489.58,18.689,0.6138688438408033,0.11730204094812245,0.6512072431441265
20,144.02,9.4327,482.08,19.17,0.5949507746134706,0.22087459170902002,0.66525734076126
21,528.03,8.3986,461.33,19.497,0.5676841355371719,0.20958410392331156,0.6343968278029329
22,29.744,1.7889,444.89,16.516,0.5591270947287538,0.16232209938782433,0.6107958237100061
23,950.75,1.4881,211.24,11.065,0.4386192760798132,0.15462730943068131,0.48783867734559916
24,1864.4,0.45578,395.16,15.615,0.46156591053695833,0.12772352665706763,0.5022215717701619
25,1791.2,0.24961,499.52,17.302,0.2327395224821299,0.14559501835647135,0.2790838562041052
26,3352.6,0.16039,314.89,19.403,0.5263313847454067,0.18354707639799944,0.5847562337430214
27,6.6426,4.1579,424.0,11.778,0.7750632465016423,0.13841038429789057,0.8191206401741585
28,23.599,2.7945,498.65,17.234,0.6646718701662083,0.17305956382168808,0.7197584402293064
29,1674.0,0.26966,494.4,10.976,0.9068755095357643,0.19264708417594467,0.9681969809734484
30,2250.9,0.19625,289.72,16.686,0.8334567393005765,0.29794503839847153,0.9282955905622191
31,1990.8,0.23541,499.55,16.961,0.8050642200651482,0.18553205427902922,0.8641209071461509
32,3278.0,0.90465,13.087,16.85,1.4656509093793049,0.22502366441989657,1.5372781663894617
33,3201.1,0.64748,175.7,19.913,1.9143184319886644,0.15537533819353005,1.963775938204815
