Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
1651.7,0.26359,175.68,2.178,0.015631,0.01563059164027156
