Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1150.8,0.23052,129.06,5.4985,0.043642,0.097427,0.11361,0.13635,0.098946,0.13222,0.32145,0.25471,0.031726,1.2300772395220512
1151.7,0.22801,129.16,5.4071,0.044913,0.10882,0.11356,0.13664,0.099454,0.13258,0.30942,0.25435,0.031987,1.2317266642280416
1151.6,0.22796,129.21,5.4081,0.044902,0.10879,0.11355,0.13665,0.09945,0.13257,0.30955,0.25435,0.031989,1.2318007737901162
1152.0,0.22818,129.12,5.4168,0.044798,0.10843,0.11356,0.13659,0.099385,0.13253,0.31035,0.25439,0.031959,1.2320010621216324
1151.6,0.23047,129.21,5.4955,0.043685,0.096127,0.1136,0.13638,0.09898,0.13222,0.32483,0.25468,0.03175,1.2322577145922686
1151.7,0.22786,129.25,5.4059,0.044919,0.10888,0.11355,0.13667,0.099471,0.13258,0.31007,0.25434,0.031998,1.2324792564889955
1151.7,0.23052,129.16,5.4945,0.043697,0.096163,0.1136,0.13637,0.098981,0.13222,0.32507,0.25468,0.031748,1.2325395806494042
1152.2,0.22803,129.25,5.4078,0.044904,0.10887,0.11355,0.13666,0.099462,0.13257,0.31021,0.25435,0.031991,1.2325618215288137
1157.8,0.22978,127.29,5.4853,0.043836,0.096608,0.11369,0.13618,0.098841,0.13231,0.32485,0.25475,0.031583,1.2326520799871494
1151.5,0.22866,128.96,5.4956,0.043654,0.099435,0.11363,0.13635,0.098932,0.13224,0.32289,0.25472,0.031731,1.2335892697917992
